Ser. No.,Primary Odor,Sub Odor,CAS Number,Chemical Name
10493,Fishy/ Ammonia,Urine,72258-83-4,"8-(1,1-Dimethylethyl)-1-oxaspiro(4.5)decan-2-one"
10494,Fishy/ Rancid,Fishy,78-96-6,1-Aminopropan-2-ol
10495,Fishy/ Rancid,Fishy,120-72-9,Indole
10496,Fishy/ Rancid,Fishy,64-04-0,Phenethylamine
10497,Fishy/ Rancid,Fishy,110-86-1,Pyridine
10498,Fishy/ Rancid,Fishy,75-18-3,Dimethyl sulfide
10499,Fishy/ Rancid,Fishy,1184-78-7,Trimethylamine oxide
10500,Fishy/ Rancid,Fishy,75-50-3,Trimethylamine
10501,Fishy/ Rancid,Fishy,75-04-7,Ethylamine
10502,Fishy/ Rancid,Fishy,75-31-0,Isopropylamine
10503,Fishy/ Rancid,Fishy,78-81-9,Isobutylamine
10504,Fishy/ Rancid,Fishy,96-15-1,2-Methylbutylamine
10505,Fishy/ Rancid,Fishy,98-02-2,Furfuryl mercaptan
10506,Fishy/ Rancid,Fishy,102-69-2,Tripropylamine
10507,Fishy/ Rancid,Fishy,107-87-9,2-Pentanone
10508,Fishy/ Rancid,Fishy,108-48-5,"2,6-Dimethylpyridine"
10509,Fishy/ Rancid,Fishy,108-75-8,"2,4,6-Trimethylpyridine"
10510,Fishy/ Rancid,Fishy,109-05-7,2-Methylpiperidine
10511,Fishy/ Rancid,Fishy,109-73-9,Butylamine
10512,Fishy/ Rancid,Fishy,109-89-7,Diethylamine
10513,Fishy/ Rancid,Fishy,110-58-7,Amylamine
10514,Fishy/ Rancid,Fishy,110-89-4,Piperidine
10515,Fishy/ Rancid,Fishy,111-26-2,Hexylamine
10516,Fishy/ Rancid,Fishy,121-44-8,Triethylamine
10517,Fishy/ Rancid,Fishy,288-47-1,Thiazole
10518,Fishy/ Rancid,Fishy,505-29-3,"1,4-Dithiane"
10519,Fishy/ Rancid,Fishy,1629-58-9,Ethyl vinyl ketone
10520,Fishy/ Rancid,Fishy,2785-87-7,2-Methoxy-4-propylphenol
10521,Fishy/ Rancid,Fishy,3268-49-3,3-(Methylthio)propionaldehyde
10522,Fishy/ Rancid,Fishy,3391-86-4,1-Octen-3-OL
10523,Fishy/ Rancid,Fishy,3658-80-8,Dimethyl trisulfide
10524,Fishy/ Rancid,Fishy,13952-84-6,Sec-butylamine
10525,Fishy/ Rancid,Fishy,16491-54-6,1-Octen-3-yl butyrate
10526,Fishy/ Rancid,Fishy,20662-84-4,"2,4,5-Trimethyloxazole"
10527,Fishy/ Rancid,Fishy,123-75-1,Pyrrolidine
10528,Fishy/ Rancid,Fishy,124-19-6,Nonanal
10529,Fishy/ Rancid,Fishy,124-25-4,Tetradecanal
10530,Fishy/ Rancid,Fishy,126-64-7,Linalyl benzoate
10531,Fishy/ Rancid,Fishy,24050-16-6,2-Methylthiazolidine
10532,Fishy/ Rancid,Fishy,28588-74-1,2-Methyl-3-furanthiol
10533,Fishy/ Rancid,Fishy,4312-99-6,1-Octen-3-one
10534,Fishy/ Rancid,Fishy,13678-58-5,1-(Methylthio)-2-butanone
10535,Fishy/ Rancid,Fishy,16630-52-7,3-(Methylthio)butanal
10536,Fishy/ Rancid,Fishy,57500-00-2,Methyl furfuryl disulfide
10537,Fishy/ Rancid,Fishy,3581-91-7,"4,5-Dimethylthiazole"
10538,Fishy/ Rancid,Fishy,6258-63-5,2-Thiophenemethanethiol
10539,Fishy/ Rancid,Fishy,19342-01-9,"(R)-(+)-N,N-Dimethyl-1-phenylethylamine"
10540,Fishy/ Rancid,Fishy,35448-31-8,"1-Butanamine, 3-methyl-N-(3-methylbutylidene)-"
10541,Fishy/ Rancid,Fishy,19224-26-1,Propylene glycol dibenzoate
10542,Fishy/ Rancid,Fishy,19961-52-5,5-Ethyl-2-methylthiazole
10543,Fishy/ Rancid,Fishy,133447-37-7,2-Propionyl-1-pyrroline
10544,Fishy/ Rancid,Fishy,625-33-2,3-Penten-2-one
10545,Fishy/ Rancid,Fishy,5910-87-2,"trans,trans-2,4-Nonadienal"
10546,Fishy/ Rancid,Fishy,7367-83-1,Methyl (Z)-4-decenoate
10547,Fishy/ Rancid,Fishy,64275-73-6,cis-5-Octen-1-ol
10548,Fishy/ Rancid,Fishy,6728-31-0,cis-4-Heptenal
10549,Fishy/ Rancid,Fishy,76649-25-7,"trans,cis-3,6-Nonadien-1-ol"
10550,Fishy/ Rancid,Fishy,18492-65-4,4-Heptenal diethyl acetal
10551,Fishy/ Rancid,Fishy,131671-56-2,4-Ethyl-6-hepten-3-one
10552,Fishy/ Rancid,Fishy,56805-23-3,"(3E,6Z)-3,6-Nonadien-1-ol"
10553,Fishy/ Rancid,Fishy,105450-79-1,"4-Octen-1-ol, acetate, (Z)-"
10554,Fishy/ Rancid,Fishy,124-40-3,Dimethylamine
10555,Fishy/ Rancid,Fishy,74-89-5,Methylamine
10556,Fishy/ Rancid,Rancid,107-92-6,Butyric acid
10557,Fishy/ Rancid,Rancid,124-07-2,Octanoic acid
10558,Fishy/ Rancid,Rancid,79-09-4,Propionic acid
10559,Fishy/ Rancid,Rancid,75-50-3,Trimethylamine
10560,Fishy/ Rancid,Rancid,334-48-5,Decanoic acid
10561,Fishy/ Rancid,Rancid,79-31-2,Isobutyric acid
10562,Fishy/ Rancid,Rancid,95-93-2,"1,2,4,5-Tetramethylbenzene"
10563,Fishy/ Rancid,Rancid,100-47-0,Benzonitrile
10564,Fishy/ Rancid,Rancid,105-66-8,Propyl butyrate
10565,Fishy/ Rancid,Rancid,109-52-4,Valeric acid
10566,Fishy/ Rancid,Rancid,111-14-8,Heptanoic acid
10567,Fishy/ Rancid,Rancid,111-71-7,Heptanal
10568,Fishy/ Rancid,Rancid,503-74-2,Isovaleric acid
10569,Fishy/ Rancid,Rancid,505-57-7,Hexenal
10570,Fishy/ Rancid,Rancid,29901-85-7,Hept-3-enoic acid
10571,Fishy/ Rancid,Rancid,7493-59-6,"Undecane-2,3-dione"
10572,Fishy/ Rancid,Rancid,2432-77-1,S-Methyl hexanethioate
10573,Fishy/ Rancid,Rancid,3724-61-6,Dodecyl butyrate
10574,Fishy/ Rancid,Rancid,21834-92-4,5-Methyl-2-phenylhex-2-enal
10575,Fishy/ Rancid,Rancid,13991-37-2,2-Pentenoic acid
10576,Fishy/ Rancid,Rancid,5862-47-5,2-(Methylthio)ethyl acetate
10577,Fishy/ Rancid,Rancid,18999-28-5,2-Heptenoic acid
10578,Fishy/ Rancid,Rancid,21662-09-9,cis-4-Decenal
10579,Fishy/ Rancid,Rancid,7563-33-9,Azanium;3-methylbutanoate
10580,Fishy/ Rancid,Rancid,3593-00-8,Hept-5-enoic acid
10581,Fishy/ Rancid,Rotten Fish,110-60-1,Putrescine
10582,Fishy/ Rancid,Rotten Fish,75-50-3,Trimethylamine
10583,Floral,Floral,501-52-0,3-Phenylpropionic acid
10584,Floral,Rose,501-52-0,3-Phenylpropionic acid
10585,Floral,Floral,100-51-6,Benzyl alcohol
10586,Floral,Rose,100-51-6,Benzyl alcohol
10587,Floral,Floral,536-60-7,4-Isopropylbenzyl alcohol
10588,Floral,Floral,120-72-9,Indole
10589,Floral,Jasmine,120-72-9,Indole
10590,Floral,Floral,111-87-5,1-Octanol
10591,Floral,Rose,111-87-5,1-Octanol
10592,Floral,Floral,122-78-1,Phenylacetaldehyde
10593,Floral,Rose,122-78-1,Phenylacetaldehyde
10594,Floral,Floral,103-82-2,Phenylacetic acid
10595,Floral,Rose,103-82-2,Phenylacetic acid
10596,Floral,Floral,498-02-2,Acetovanillone
10597,Floral,Floral,120-51-4,Benzyl benzoate
10598,Floral,Floral,36653-82-4,1-Hexadecanol
10599,Floral,Narcissus,106-44-5,P-Cresol
10600,Floral,Geranium,119-61-9,Benzophenone
10601,Floral,Rose,119-61-9,Benzophenone
10602,Floral,Floral,7775-39-5,1-Phenylethyl isobutyrate
10603,Floral,Jasmine,7775-39-5,1-Phenylethyl isobutyrate
10604,Floral,Floral,94-59-7,Safrole
10605,Floral,Floral,60-12--8,2-Phenylethanol
10606,Floral,Lilac,60-12--8,2-Phenylethanol
10607,Floral,Rose,60-12--8,2-Phenylethanol
10608,Floral,Floral,77-83-8,Ethyl methylphenylglycidate
10609,Floral,Bois de rose,78-69-3,"3,7-Dimethyloctan-3-ol"
10610,Floral,Floral,78-69-3,"3,7-Dimethyloctan-3-ol"
10611,Floral,Lilac,78-69-3,"3,7-Dimethyloctan-3-ol"
10612,Floral,Lily,78-69-3,"3,7-Dimethyloctan-3-ol"
10613,Floral,Bois de rose,78-70-6,Linalool
10614,Floral,Floral,78-70-6,Linalool
10615,Floral,Rose,78-70-6,Linalool
10616,Floral,Floral,78-84-2,Isobutyraldehyde
10617,Floral,Floral,78-85-3,Methacrolein
10618,Floral,Floral,58985-18-5,p-Menthan-8-yl acetate
10619,Floral,Floral,81-14-1,Musk ketone
10620,Floral,Floral,83-34-1,3-Methylindole
10621,Floral,Jasmine,83-34-1,3-Methylindole
10622,Floral,Floral,85-91-6,Methyl 2-(methylamino)benzoate
10623,Floral,Floral,86-26-0,2-Methoxybiphenyl
10624,Floral,Rose,86-26-0,2-Methoxybiphenyl
10625,Floral,Floral,87-19-4,Isobutyl salicylate
10626,Floral,Orchid,87-19-4,Isobutyl salicylate
10627,Floral,Floral,87-20-7,Isoamyl salicylate
10628,Floral,Orchid,87-20-7,Isoamyl salicylate
10629,Floral,Floral,87-25-2,Ethyl anthranilate
10630,Floral,Orange Blossom,87-25-2,Ethyl anthranilate
10631,Floral,Floral,89-74-7,"2',4'-Dimethylacetophenone"
10632,Floral,Floral,90-17-5,"2,2,2-Trichloro-1-phenylethyl acetate"
10633,Floral,Rose,90-17-5,"2,2,2-Trichloro-1-phenylethyl acetate"
10634,Floral,Cyclamen,90-42-6,2-Cyclohexylcyclohexanone
10635,Floral,Rose,91-01-0,Diphenylmethanol
10636,Floral,Floral,91-57-6,2-Methylnaphthalene
10637,Floral,Floral,92-48-8,6-Methylcoumarin
10638,Floral,Geranium,92-52-4,Biphenyl
10639,Floral,Rose,92-52-4,Biphenyl
10640,Floral,Floral,93-04-9,2-Methoxynaphthalene
10641,Floral,Orange Blossom,93-04-9,2-Methoxynaphthalene
10642,Floral,Floral,93-08-3,2-Acetylnaphthalene
10643,Floral,Orange Blossom,93-08-3,2-Acetylnaphthalene
10644,Floral,Carnation,93-15-2,Methyleugenol
10645,Floral,Carnation,93-16-3,Methyl isoeugenol
10646,Floral,Floral,93-18-5,2-Ethoxynaphthalene
10647,Floral,Orange Blossom,93-18-5,2-Ethoxynaphthalene
10648,Floral,Carnation,93-28-7,Acetyleugenol
10649,Floral,Carnation,93-29-8,Isoeugenyl acetate
10650,Floral,Floral,93-29-8,Isoeugenyl acetate
10651,Floral,Carnation,93-51-6,2-Methoxy-4-methylphenol
10652,Floral,Floral,93-51-6,2-Methoxy-4-methylphenol
10653,Floral,Jasmine,93-51-6,2-Methoxy-4-methylphenol
10654,Floral,Floral,93-53-8,2-Phenylpropanal
10655,Floral,Lilac,93-53-8,2-Phenylpropanal
10656,Floral,Floral,93-54-9,1-Phenyl-1-propanol
10657,Floral,Floral,93-55-0,Propiophenone
10658,Floral,Lilac,93-55-0,Propiophenone
10659,Floral,Floral,93-58-3,Methyl benzoate
10660,Floral,Camomile,93-89-0,Ethyl benzoate
10661,Floral,Floral,93-89-0,Ethyl benzoate
10662,Floral,Floral,94-47-3,Phenethyl benzoate
10663,Floral,Geranium,95-47-6,O-Xylene
10664,Floral,Chrysanthemum,97-41-6,Ethyl chrysanthemate
10665,Floral,Floral,97-41-6,Ethyl chrysanthemate
10666,Floral,Immortelle,97-41-6,Ethyl chrysanthemate
10667,Floral,Camomile,97-63-2,Ethyl methacrylate
10668,Floral,Gardenia,98-85-1,1-Phenylethanol
10669,Floral,Floral,98-86-2,Acetophenone
10670,Floral,Heliotrope,98-86-2,Acetophenone
10671,Floral,Floral,99-75-2,Methyl 4-methylbenzoate
10672,Floral,Floral,99-91-2,4'-Chloroacetophenone
10673,Floral,Floral,99-93-4,4'-Hydroxyacetophenone
10674,Floral,Floral,100-42-5,Styrene
10675,Floral,Floral,100-84-5,3-Methylanisole
10676,Floral,Narcissus,100-84-5,3-Methylanisole
10677,Floral,Floral,100-86-7,2-Methyl-1-phenylpropan-2-ol
10678,Floral,Rose,100-86-7,2-Methyl-1-phenylpropan-2-ol
10679,Floral,Floral,101-41-7,Methyl phenylacetate
10680,Floral,Jasmine,101-41-7,Methyl phenylacetate
10681,Floral,Geranium,101-81-5,Diphenylmethane
10682,Floral,Floral,101-84-8,Diphenyl ether
10683,Floral,Geranium,101-84-8,Diphenyl ether
10684,Floral,Floral,101-97-3,Ethyl phenylacetate
10685,Floral,Rose,101-97-3,Ethyl phenylacetate
10686,Floral,Floral,102-04-5,"1,3-Diphenylacetone"
10687,Floral,Rose,102-04-5,"1,3-Diphenylacetone"
10688,Floral,Floral,102-19-2,Isoamyl phenylacetate
10689,Floral,Rose,102-19-2,Isoamyl phenylacetate
10690,Floral,Floral,102-20-5,Phenethyl phenylacetate
10691,Floral,Rose,102-20-5,Phenethyl phenylacetate
10692,Floral,Bois de rose,103-05-9,2-Methyl-4-phenyl-2-butanol
10693,Floral,Floral,103-05-9,2-Methyl-4-phenyl-2-butanol
10694,Floral,Lily,103-05-9,2-Methyl-4-phenyl-2-butanol
10695,Floral,Rose,103-05-9,2-Methyl-4-phenyl-2-butanol
10696,Floral,Violet,103-05-9,2-Methyl-4-phenyl-2-butanol
10697,Floral,Floral,103-07-1,"1,1-Dimethyl-3-phenylpropyl acetate"
10698,Floral,Narcissus,103-07-1,"1,1-Dimethyl-3-phenylpropyl acetate"
10699,Floral,Rose,103-07-1,"1,1-Dimethyl-3-phenylpropyl acetate"
10700,Floral,Floral,103-25-3,Methyl 3-phenylpropionate
10701,Floral,Floral,103-28-6,Benzyl isobutyrate
10702,Floral,Jasmine,103-28-6,Benzyl isobutyrate
10703,Floral,Rose,103-28-6,Benzyl isobutyrate
10704,Floral,Floral,103-37-7,Benzyl butyrate
10705,Floral,Jasmine,103-37-7,Benzyl butyrate
10706,Floral,Floral,103-45-7,Phenethyl acetate
10707,Floral,Rose,103-45-7,Phenethyl acetate
10708,Floral,Floral,103-48-0,Phenethyl isobutyrate
10709,Floral,Rose,103-48-0,Phenethyl isobutyrate
10710,Floral,Rose,103-50-4,Dibenzyl ether
10711,Floral,Floral,103-52-6,Phenethyl butyrate
10712,Floral,Rose,103-52-6,Phenethyl butyrate
10713,Floral,Rose,103-53-7,2-Phenylethyl 3-phenylprop-2-enoate
10714,Floral,Floral,103-58-2,3-Phenylpropyl isobutyrate
10715,Floral,Floral,103-93-5,p-Tolyl isobutyrate
10716,Floral,Lily,103-93-5,p-Tolyl isobutyrate
10717,Floral,Narcissus,103-93-5,p-Tolyl isobutyrate
10718,Floral,Lilac,104-21-2,4-Methoxybenzyl acetate
10719,Floral,Floral,104-53-0,3-Phenylpropanal
10720,Floral,Floral,104-57-4,Benzyl formate
10721,Floral,Floral,104-62-1,2-Phenylethyl formate
10722,Floral,Rose,104-62-1,2-Phenylethyl formate
10723,Floral,Floral,104-76-7,2-Ethylhexan-1-ol
10724,Floral,Rose,104-76-7,2-Ethylhexan-1-ol
10725,Floral,Narcissus,104-93-8,1-Methoxy-4-methylbenzene
10726,Floral,Floral,105-01-1,Isobutyl 2-furanpropionate
10727,Floral,Lilac,105-13-5,4-Methoxybenzyl alcohol
10728,Floral,Rose,105-13-5,4-Methoxybenzyl alcohol
10729,Floral,Floral,105-57-7,Acetal
10730,Floral,Floral,105-85-1,Citronellyl formate
10731,Floral,Rose,105-85-1,Citronellyl formate
10732,Floral,Floral,105-89-5,Rhodinyl propionate
10733,Floral,Geranium,105-89-5,Rhodinyl propionate
10734,Floral,Rose,105-89-5,Rhodinyl propionate
10735,Floral,Floral,106-21-8,"3,7-Dimethyloctan-1-ol"
10736,Floral,Rose,106-21-8,"3,7-Dimethyloctan-1-ol"
10737,Floral,Floral,7540-51-4,(-)-Citronellol
10738,Floral,Geranium,7540-51-4,(-)-Citronellol
10739,Floral,Rose,7540-51-4,(-)-Citronellol
10740,Floral,Floral,106-23-0,Citronellal
10741,Floral,Rose,106-23-0,Citronellal
10742,Floral,Floral,106-32-1,Ethyl octanoate
10743,Floral,Floral,106-33-2,Ethyl laurate
10744,Floral,Floral,106-65-0,Dimethyl succinate
10745,Floral,Floral,106-73-0,Methyl heptanoate
10746,Floral,Floral,107-19-7,Propargyl alcohol
10747,Floral,Geranium,107-19-7,Propargyl alcohol
10748,Floral,Floral,107-75-5,Hydroxycitronellal
10749,Floral,Lily,107-75-5,Hydroxycitronellal
10750,Floral,Floral,109-49-9,5-Hexen-2-one
10751,Floral,Rose,109-94-4,Ethyl formate
10752,Floral,Floral,110-42-9,Methyl decanoate
10753,Floral,Floral,110-89-4,Piperidine
10754,Floral,Floral,111-12-6,Methyl 2-octynoate
10755,Floral,Violet,111-12-6,Methyl 2-octynoate
10756,Floral,Floral,111-13-7,2-Octanone
10757,Floral,Floral,111-27-3,1-Hexanol
10758,Floral,Floral,111-55-7,Ethylene glycol diacetate
10759,Floral,Peony,111-70-6,1-Heptanol
10760,Floral,Violet,111-70-6,1-Heptanol
10761,Floral,Floral,111-80-8,Methyl 2-nonynoate
10762,Floral,Floral,111-81-9,Methyl 10-undecenoate
10763,Floral,Rose,111-81-9,Methyl 10-undecenoate
10764,Floral,Floral,112-12-9,2-Undecanone
10765,Floral,Rose,112-12-9,2-Undecanone
10766,Floral,Floral,112-14-1,Octyl acetate
10767,Floral,Jasmine,112-14-1,Octyl acetate
10768,Floral,Rose,112-17-4,Decyl acetate
10769,Floral,Floral,112-23-2,Heptyl formate
10770,Floral,Floral,112-30-1,1-Decanol
10771,Floral,Rose,112-30-1,1-Decanol
10772,Floral,Floral,112-31-2,Decanal
10773,Floral,Rose,112-32-3,Octyl formate
10774,Floral,Floral,112-42-5,1-Undecanol
10775,Floral,Rose,112-42-5,1-Undecanol
10776,Floral,Floral,112-43-6,10-Undecen-1-OL
10777,Floral,Floral,112-44-7,Undecanal
10778,Floral,Rose,112-44-7,Undecanal
10779,Floral,Floral,112-45-8,10-Undecenal
10780,Floral,Rose,112-45-8,10-Undecenal
10781,Floral,Floral,112-53-8,1-Dodecanol
10782,Floral,Floral,112-54-9,Dodecanal
10783,Floral,Lily,112-54-9,Dodecanal
10784,Floral,Rose,112-66-3,Dodecyl acetate
10785,Floral,Floral,115-95-7,Linalyl acetate
10786,Floral,Floral,118-55-8,Phenyl salicylate
10787,Floral,Floral,118-58-1,Benzyl salicylate
10788,Floral,Floral,118-60-5,2-Ethylhexyl salicylate
10789,Floral,Orchid,118-60-5,2-Ethylhexyl salicylate
10790,Floral,Floral,118-61-6,Ethyl salicylate
10791,Floral,Floral,120-45-6,1-Phenylethyl propionate
10792,Floral,Gardenia,120-45-6,1-Phenylethyl propionate
10793,Floral,Rose,120-45-6,1-Phenylethyl propionate
10794,Floral,Floral,120-57-0,Piperonal
10795,Floral,Heliotrope,120-57-0,Piperonal
10796,Floral,Violet,120-57-0,Piperonal
10797,Floral,Floral,121-39-1,Ethyl 3-phenylglycidate
10798,Floral,Rose,121-39-1,Ethyl 3-phenylglycidate
10799,Floral,Floral,122-00-9,4'-Methylacetophenone
10800,Floral,Floral,133-18-6,Phenethyl anthranilate
10801,Floral,Rose,133-18-6,Phenethyl anthranilate
10802,Floral,Floral,134-20-3,Methyl anthranilate
10803,Floral,Jasmine,134-20-3,Methyl anthranilate
10804,Floral,Orange Blossom,134-20-3,Methyl anthranilate
10805,Floral,Floral,137-03-1,2-Heptylcyclopentanone
10806,Floral,Jasmine,137-03-1,2-Heptylcyclopentanone
10807,Floral,Floral,139-70-8,Citronellyl phenylacetate
10808,Floral,Rose,139-70-8,Citronellyl phenylacetate
10809,Floral,Floral,140-11-4,Benzyl acetate
10810,Floral,Jasmine,140-11-4,Benzyl acetate
10811,Floral,Floral,140-26-1,Phenethyl isovalerate
10812,Floral,Rose,140-26-1,Phenethyl isovalerate
10813,Floral,Floral,140-39-6,p-Tolyl acetate
10814,Floral,Narcissus,140-39-6,p-Tolyl acetate
10815,Floral,Floral,141-11-7,Rhodinyl acetate
10816,Floral,Geranium,141-11-7,Rhodinyl acetate
10817,Floral,Rose,141-11-7,Rhodinyl acetate
10818,Floral,Floral,141-14-0,Citronellyl propionate
10819,Floral,Rose,141-14-0,Citronellyl propionate
10820,Floral,Bois de rose,141-16-2,Citronellyl butyrate
10821,Floral,Floral,141-16-2,Citronellyl butyrate
10822,Floral,Geranium,141-16-2,Citronellyl butyrate
10823,Floral,Rose,141-16-2,Citronellyl butyrate
10824,Floral,Floral,106-22-9,Citronellol
10825,Floral,Geranium,106-22-9,Citronellol
10826,Floral,Rose,106-22-9,Citronellol
10827,Floral,Floral,141-92-4,Hydroxycitronellal dimethyl acetal
10828,Floral,Lily,141-92-4,Hydroxycitronellal dimethyl acetal
10829,Floral,Muguet,141-92-4,Hydroxycitronellal dimethyl acetal
10830,Floral,Rose,141-92-4,Hydroxycitronellal dimethyl acetal
10831,Floral,Floral,142-92-7,Hexyl acetate
10832,Floral,Floral,143-08-8,1-Nonanol
10833,Floral,Rose,143-08-8,1-Nonanol
10834,Floral,Gardenia,143-13-5,Nonyl acetate
10835,Floral,Bois de rose,150-84-5,Citronellyl acetate
10836,Floral,Floral,150-84-5,Citronellyl acetate
10837,Floral,Rose,150-84-5,Citronellyl acetate
10838,Floral,Floral,151-05-3,Dimethylbenzylcarbinyl acetate
10839,Floral,Jasmine,151-05-3,Dimethylbenzylcarbinyl acetate
10840,Floral,Rose,151-05-3,Dimethylbenzylcarbinyl acetate
10841,Floral,Bois de rose,151-19-9,"3,6-Dimethyl-3-octanol"
10842,Floral,Floral,151-19-9,"3,6-Dimethyl-3-octanol"
10843,Floral,Floral,326-61-4,Piperonyl acetate
10844,Floral,Jasmine,326-61-4,Piperonyl acetate
10845,Floral,Rose,432-25-7,beta-Cyclocitral
10846,Floral,Saffron,432-25-7,beta-Cyclocitral
10847,Floral,Floral,462-18-0,7-Tridecanone
10848,Floral,Floral,487-11-6,Elemicin
10849,Floral,Floral,491-35-0,4-Methylquinoline
10850,Floral,Floral,498-81-7,p-MENTHAN-8-OL
10851,Floral,Floral,501-94-0,2-(4-Hydroxyphenyl)ethanol
10852,Floral,Floral,502-47-6,Citronellic acid
10853,Floral,Floral,502-69-2,"6,10,14-Trimethylpentadecan-2-one"
10854,Floral,Jasmine,502-69-2,"6,10,14-Trimethylpentadecan-2-one"
10855,Floral,Floral,505-32-8,Isophytol
10856,Floral,Floral,515-69-5,alpha-Bisabolol
10857,Floral,Floral,533-18-6,o-Tolyl acetate
10858,Floral,Floral,536-50-5,1-(4-Methylphenyl)ethanol
10859,Floral,Bois de rose,536-59-4,Perillyl alcohol
10860,Floral,Floral,536-59-4,Perillyl alcohol
10861,Floral,Lilac,536-59-4,Perillyl alcohol
10862,Floral,Floral,538-86-3,Benzyl methyl ether
10863,Floral,Floral,539-88-8,Ethyl levulinate
10864,Floral,Floral,540-42-1,Isobutyl propionate
10865,Floral,Floral,541-91-3,3-Methylcyclopentadecanone
10866,Floral,Floral,543-39-5,Myrcenol
10867,Floral,Floral,543-49-7,2-Heptanol
10868,Floral,Geranium,544-40-1,Dibutyl sulfide
10869,Floral,Rose,544-40-1,Dibutyl sulfide
10870,Floral,Floral,547-63-7,Methyl isobutyrate
10871,Floral,Floral,577-16-2,2'-Methylacetophenone
10872,Floral,Floral,583-04-0,Allyl benzoate
10873,Floral,Floral,583-33-5,Butyl 2-furoate
10874,Floral,Orchid,583-33-5,Butyl 2-furoate
10875,Floral,Floral,586-81-2,gamma-Terpineol
10876,Floral,Lilac,586-81-2,gamma-Terpineol
10877,Floral,Floral,589-18-4,4-Methylbenzyl alcohol
10878,Floral,Rose,589-18-4,4-Methylbenzyl alcohol
10879,Floral,Rose,590-01-2,Butyl propionate
10880,Floral,Floral,607-85-2,Isopropyl salicylate
10881,Floral,Orchid,607-85-2,Isopropyl salicylate
10882,Floral,Floral,614-99-3,Ethyl 2-furoate
10883,Floral,Orchid,614-99-3,Ethyl 2-furoate
10884,Floral,Chrysanthemum,616-25-1,1-Penten-3-OL
10885,Floral,Floral,617-05-0,Ethyl vanillate
10886,Floral,Floral,629-40-3,Octanedinitrile
10887,Floral,Floral,644-08-6,4-Methylbiphenyl
10888,Floral,Floral,693-54-9,2-Decanone
10889,Floral,Rose,765-05-9,"Decane, 1-(ethenyloxy)-"
10890,Floral,Floral,825-51-4,"2-Naphthalenol, decahydro-"
10891,Floral,Muguet,825-51-4,"2-Naphthalenol, decahydro-"
10892,Floral,Rose,825-51-4,"2-Naphthalenol, decahydro-"
10893,Floral,Lily,868-57-5,Methyl 2-methylbutyrate
10894,Floral,Floral,928-80-3,3-Decanone
10895,Floral,Floral,937-30-4,4'-Ethylacetophenone
10896,Floral,Floral,939-48-0,Isopropyl benzoate
10897,Floral,Floral,941-98-0,1'-Acetonaphthone
10898,Floral,Orange Blossom,941-98-0,1'-Acetonaphthone
10899,Floral,Floral,1118-39-4,Myrcenyl acetate
10900,Floral,Floral,1119-40-0,Dimethyl glutarate
10901,Floral,Floral,1123-85-9,2-Phenylpropan-1-ol
10902,Floral,Lilac,1123-85-9,2-Phenylpropan-1-ol
10903,Floral,Floral,1131-62-0,"3',4'-Dimethoxyacetophenone"
10904,Floral,Floral,1191-16-8,Prenyl acetate
10905,Floral,Heliotrope,1191-16-8,Prenyl acetate
10906,Floral,Jasmine,1191-16-8,Prenyl acetate
10907,Floral,Floral,1197-01-9,2-(4-Methylphenyl)propan-2-ol
10908,Floral,Floral,1321-89-7,Isodecanal
10909,Floral,Rose,1321-89-7,Isodecanal
10910,Floral,Floral,1450-72-2,2'-Hydroxy-5'-methylacetophenone
10911,Floral,Floral,17488-65-2,"3-Buten-2-ol, 4-phenyl-"
10912,Floral,Floral,1646-26-0,2-Acetylbenzofuran
10913,Floral,Orange Blossom,1646-26-0,2-Acetylbenzofuran
10914,Floral,Rose,26952-21-6,6-Methyl-1-heptanol
10915,Floral,Rose,1731-86-8,Methyl undecanoate
10916,Floral,Floral,2021-28-5,Ethyl 3-phenylpropionate
10917,Floral,Rose,2021-28-5,Ethyl 3-phenylpropionate
10918,Floral,Floral,2049-96-9,Pentyl benzoate
10919,Floral,Floral,2050-08-0,Pentyl salicylate
10920,Floral,Floral,2052-14-4,Butyl salicylate
10921,Floral,Orchid,2052-14-4,Butyl salicylate
10922,Floral,Floral,2153-26-6,Terpinyl formate
10923,Floral,Floral,2173-57-1,2-Isobutoxynaphthalene
10924,Floral,Orange Blossom,2173-57-1,2-Isobutoxynaphthalene
10925,Floral,Floral,2216-81-1,Heptyl propionate
10926,Floral,Rose,2216-81-1,Heptyl propionate
10927,Floral,Floral,2235-83-8,5-Phenylpentan-2-one
10928,Floral,Floral,2305--05-7,gamma-Dodecalactone
10929,Floral,Cistus,2408-37-9,"2,2,6-Trimethylcyclohexanone"
10930,Floral,Floral,2436-90-0,Dihydromyrcene
10931,Floral,Rose,2436-90-0,Dihydromyrcene
10932,Floral,Floral,98-55-5,alpha-TERPINEOL
10933,Floral,Lilac,98-55-5,alpha-TERPINEOL
10934,Floral,Floral,2445-78-5,2-Methylbutyl 2-methylbutyrate
10935,Floral,Privet,2497-18-9,Hex-2-enyl acetate
10936,Floral,Floral,2550-26-7,Benzylacetone
10937,Floral,Floral,2555-49-9,Ethyl phenoxyacetate
10938,Floral,Rose,2555-49-9,Ethyl phenoxyacetate
10939,Floral,Floral,2679-87-0,2-Ethoxybutane
10940,Floral,Floral,2785-87-7,2-Methoxy-4-propylphenol
