Sr.No.,Name,SMILES,CAS No,Mol. Wt.,Mol. Formula,PubChem,ZINC
863,Cyclosarin,CP(=O)(OC1CCCCC1)F,329-99-7,180.16,C7H14FO2P,64505,ZINC58650080
864,beta-D-Glucose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,492-61-5,180.16,C6H12O6,64689,ZINC3833800
865,Alitame,C[C@H](C(=O)NC1C(SC1(C)C)(C)C)NC(=O)[C@H](CC(=O)O)N,80863-62-3,331.43,C14H25N3O4S,64763,ZINC2020491
866,Chloroquine phosphate,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O.OP(=O)(O)O,50-63-5,515.86,C18H32ClN3O8P2,64927,
867,Iopamidol,C[C@@H](C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,60166-93-0,777.09,C17H22I3N3O8,65492,ZINC3830947
868,Arginine Hydrochloride,C(C[C@@H](C(=O)O)N)CN=C(N)N.Cl,1119-34-2,210.66,C6H15ClN4O2,66250,
869,"(1S,9S)-1,13-Dimethyl-10-(3-methylbut-2-enyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,359-83-1,285.42,C19H27NO,4736,ZINC1699600
870,Cyclizine hydrochloride,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl.Cl,5897-18-7,339.30,C18H24Cl2N2,67533,
871,L-Lysine hydrochloride,C(CCN)C[C@@H](C(=O)O)N.Cl,657-27-2,182.65,C6H15ClN2O2,69568,
872,D-Alanine,C[C@H](C(=O)O)N,338-69-2,89.09,C3H7NO2,71080,ZINC4658556
873,Acetaminophen,CC(=O)NC1=CC=C(C=C1)O,103-90-2,151.16,C8H9NO2,1983,ZINC13550868
874,Methscopolamine,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C,155-41-9,318.39,C18H24NO4+,71183,ZINC100027531
875,Gold sodium thiomalate,C(C(C(=O)[O-])[S-])C(=O)[O-].O.[Na+].[Na+].[Au+],39377-38-3,408.09,C4H5AuNa2O5S,71443,
876,Trisodium citrate dihydrate,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.O.O.[Na+].[Na+].[Na+],6132--04-3,294.10,C6H9Na3O9,71474,
877,Isoalantolactone,C[C@]12CCCC(=C)[C@@H]1C[C@H]3[C@@H](C2)OC(=O)C3=C,470-17-7,232.32,C15H20O2,73285,ZINC3882003
878,"(4S)-5-(4-Chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-1,3-thiazolidine-3-carboxamide",C[C@H]1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,78587-05-0,352.88,C17H21ClN2O2S,73673,ZINC2004086
879,Thifensulfuron-methyl,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(SC=C2)C(=O)OC,79277-27-3,387.39,C12H13N5O6S2,73674,ZINC1532076
880,Magnesium hydroxide,[OH-].[OH-].[Mg+2],1309-42-8,58.32,Mg(OH)2,73981,
881,"2-Methyl-1,3-propanediol",CC(CO)CO,2163-42-0,90.12,C4H10O2,75103,ZINC1841391
882,"1,1-Bis(tert-butylperoxy)cyclohexane",CC(C)(C)OOC1(CCCCC1)OOC(C)(C)C,3006-86-8,260.37,C14H28O4,76359,ZINC2575144
883,Polypropylene,CCCCCCCC[C@@H]1[C@@H](O1)CCCCCCCCCCCC(=O)O,9003-07-0,354.57,C22H42O3,76958,ZINC111391968
884,Acetazolamide,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,59-66-5,222.25,C4H6N4O3S2,1986,ZINC3813042
885,Triphenylmethanethiol,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)S,3695-77-0,276.40,C19H16S,77281,ZINC3860807
886,Dodecyl methyl sulfide,CCCCCCCCCCCCSC,3698-89-3,216.43,C13H28S,77287,ZINC2022080
887,"2,4-Diphenyl-4-methyl-1-pentene",CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,6362-80-7,236.35,C18H20,80715,ZINC2584575
888,L-Glucitol,C([C@H]([C@@H]([C@H]([C@H](CO)O)O)O)O)O,6706-59-8,182.17,C6H14O6,82170,ZINC13545678
889,Naphazoline nitrate,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.[N+](=O)(O)[O-],5144-52-5,273.29,C14H15N3O3,82332,
890,D-Aspartic acid,C([C@H](C(=O)O)N)C(=O)O,1783-96-6,133.10,C4H7NO4,83887,ZINC895218
891,alpha-Lactose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,14641-93-1,342.30,C12H22O11,84571,ZINC4095793
892,"Peroxide, cyclohexylidenebis[(1,1-dimethylpropyl)",CCC(C)(C)OOC1(CCCCC1)OOC(C)(C)CC,15667-10-4,288.42,C16H32O4,85044,ZINC2387340
893,Cyproconazole,CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,94361-06-5,291.78,C15H18ClN3O,86132,ZINC2383069
894,Imazamox,CC(C)C1(C(=O)NC(=N1)C2=NC=C(C=C2C(=O)O)COC)C,114311-32-9,305.33,C15H19N3O4,86137,ZINC5442637
895,Acetohexamide,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,968-81-0,324.40,C15H20N2O4S,1989,ZINC18067894
896,Difenoconazole,CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,119446-68-3,406.26,C19H17Cl2N3O3,86173,ZINC2516872
897,Dimethomorph,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,110488-70-5,387.86,C21H22ClNO4,86298,ZINC2382938
898,Fludioxonil,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,131341-86-1,248.19,C12H6F2N2O2,86398,ZINC2381595
899,"N-[1-[(6-Chloro-3-pyridinyl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,138261-41-3,255.66,C9H10ClN5O2,86418,ZINC4474604
900,Sulfosulfuron,CCS(=O)(=O)C1=C(N2C=CC=CC2=N1)S(=O)(=O)NC(=O)NC3=NC(=CC(=N3)OC)OC,141776-32-1,470.48,C16H18N6O7S2,86426,ZINC6057247
901,Dicalcium ethylenediaminetetraacetate,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Ca+2].[Ca+2],19709-85-4,368.37,C10H16N2O8,88207,ZINC19364242
902,Silver(I) oxide,O.[Ag].[Ag],20667-12-3,233.75,Ag2O,88641,
903,Isomalt,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O)O,20942-99-8,344.31,C12H24O11,88735,ZINC31319586
904,Lactate,CC(C(=O)[O-])O,113-21-3,89.07,C3H6O3,91435,ZINC4658560
905,Alachlor,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,15972-60-8,269.77,C14H20ClNO2,2078,ZINC900557
906,Lumefantrine,CCCCN(CCCC)CC(C1=C2C3=C(C=C(C=C3)Cl)/C(=C/C4=CC=C(C=C4)Cl)/C2=CC(=C1)Cl)O,82186-77-4,340.50,C30H32Cl3NO,6437380,
907,Pyridaben,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl,96489-71-3,364.93,C19H25ClN2OS,91754,ZINC1543237
908,Flufenoxuron,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F,101463-69-8,488.77,C21H11ClF6N2O3,91766,ZINC2564891
909,Imazapic,CC1=CN=C(C(=C1)C(=O)O)C2=NC(C(=O)N2)(C)C(C)C,105512-06-9,275.30,C17H13ClFNO4,91770,ZINC2382730
910,D-Dopa,C1=CC(=C(C=C1C[C@H](C(=O)O)N)O)O,5796-17-8,197.19,C9H11NO4,92222,ZINC1506908
911,Clodinafop-Propargyl,C[C@H](C(=O)OCC#C)OC1=CC=C(C=C1)OC2=NC=C(C=C2F)Cl,105512-06-9,349.74,C17H13ClFNO4,92431,ZINC2382730
912,Copper D-gluconate,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Cu+2],13005-35-1,453.84,C12H22CuO14,93070,
913,Flazasulfuron,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC=N2)C(F)(F)F)OC,104040-78-0,407.33,C13H12F3N5O5S,93539,ZINC6088311
914,Fluthiacet-methyl,COC(=O)CSC1=C(C=C(C(=C1)N=C2N3CCCCN3C(=O)S2)F)Cl,117337-19-6,403.88,C15H15ClFN3O3S2,93542,ZINC13831530
915,Epiquinidine,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,572-59-8,324.42,C20H24N2O2,94175,ZINC1319234
916,"8,8-Dimethoxy-2,6-dimethyloct-2-ene",CC(CCC=C(C)C)CC(OC)OC,133005-50-2,200.32,C12H24O2,102507,ZINC3881860
917,Theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,58-55-9,180.16,C7H8N4O2,2153,ZINC18043251
918,Ethyl butylacetylaminopropionate,CCCCN(CCC(=O)OCC)C(=O)C,52304-36-6,215.29,C11H21NO3,104150,ZINC2558693
919,Cobalt,[Co],7440-48-4,58.93,Co,104730,
920,D(+)-Glucose,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,50-99-7,180.16,C6H12O6,107526,ZINC100009383
921,L-Lactic acid,C[C@@H](C(=O)O)O,79-33-4,90.08,C3H6O3,107689,ZINC4658560
922,8-Bromo-9-chlorododec-1-ene,CCCC(C(CCCCCC=C)Br)Cl,68527-01-5,281.66,C12H22BrCl,109453,ZINC95669453
923,Arabinofuranosylcytosine,C1=CN(C(=O)N=C1N)C2[C@H]([C@@H]([C@H](O2)CO)O)O,3083-52-1,243.22,C9H13N3O5,114682,ZINC3795098
924,Thiacloprid,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,111988-49-9,252.72,C10H9ClN4S,115224,ZINC13828082
925,(4-Methylcyclohexyl)methanol,CC1CCC(CC1)CO,34885-03-5,128.21,C8H16O,118193,ZINC2521583
926,Retigabine,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,150812-12-7,303.33,C16H18FN3O2,121892,ZINC16154
927,Dehydroacetic acid,CC1=CC(=O)C(C(=O)O1)C(=O)C,520-45-6,168.15,C8H8O4,122903,ZINC32911469
928,beta-Alanine,C(CN)C(=O)O,107-95-9,89.09,C3H7NO2,239,ZINC4658555
929,Amobarbital,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,57-43-2,226.27,C11H18N2O3,2164,ZINC4811698
930,"2-[N-[(3,5-Difluorophenyl)carbamoylamino]-C-methylcarbonimidoyl]pyridine-3-carboxylic acid",CC(=NNC(=O)NC1=CC(=CC(=C1)F)F)C2=C(C=CC=N2)C(=O)O,109293-97-2,334.28,C15H12F2N4O3,123626,ZINC13827811
931,Clofencet,CCC1=C(C(=O)C=NN1C2=CC=C(C=C2)Cl)C(=O)O,129025-54-3,278.69,C13H11ClN2O3,123627,ZINC3612897
932,Magnesium hydrogen phosphate,OP(=O)([O-])[O-].[Mg+2],7757-86-0,120.28,HMgO4P,123955,
933,Icaridin,CCC(C)OC(=O)N1CCCCC1CCO,119515-38-7,229.32,C12H23NO3,125098,ZINC5922357
934,"3-(4-(1,1-Dimethylheptyl)-2-hydroxyphenyl)cyclohexanol",CCCCCCC(C)(C)C1=CC(=C(C=C1)[C@@H]2CCC[C@@H](C2)O)O,70434-82-1,318.49,C21H34O2,125835,ZINC27642247
935,Aspartame,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,22839-47-0,294.30,C14H18N2O5,134601,ZINC1532132
936,Hydrogen hexachloroplatinate(IV) hexahydrate,[H+].[H+].O.O.O.O.O.O.Cl[Pt-2](Cl)(Cl)(Cl)(Cl)Cl,18497-13-7,517.90,Cl6H14O6Pt,134756,
937,Hexafluorodisilane,F[Si](F)(F)[Si](F)(F)F,13830-68-7,170.16,F6Si2,139617,ZINC256081522
938,Nitric oxide,[N]=O,10102-43-9,30.01,NO,145068,
939,Sodium metaborate,B(=O)[O-].[Na+],7775-19-1,66.81,BNaO2,145326,
940,Ampiroxicam,CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3,99464-64-9,447.46,C20H21N3O7S,2176,ZINC597588
941,Proline,C1C[C@H](NC1)C(=O)O,147-85-3,115.13,C5H9NO2,145742,ZINC895360
942,Flavylium,C1=CC=C(C=C1)C2=[O+]C3=CC=CC=C3C=C2,11029-12-2,207.25,C15H11O+,145858,ZINC1670024
943,Hexanediol,CCCCCC(O)O,26762-52-7,118.17,C6H14O2,147023,ZINC5820189
944,Chromium(III) Picolinate,C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].[Cr+3],14639-25-9,418.30,C18H12CrN3O6,151932,
945,Naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,22204-53-1,230.26,C14H14O3,156391,
946,Cerium(IV) sulfate,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Ce+4],13590-82-4,332.24,CeO8S2,159684,
947,2-Ethylhexyl isononanoate,CCCCC(CC)COC(=O)CCCCCC(C)C,71566-49-9,270.45,C17H34O2,160064,
948,Magnesium Disodium EDTA,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Mg+2],14402-88-1,358.50,C10H12MgN2Na2O8,161064,
949,"1,4-Dioxaspiro[4.5]decane-2-methanol, 9-methyl-6-(1-methylethyl)-",CC1CCC(C2(C1)OCC(O2)CO)C(C)C,63187-91-7,228.33,C13H24O3,162184,
950,Antazoline,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,91-75-8,265.35,C17H19N3,2200,ZINC57204
951,Arginine glutamate,C(C[C@@H](C(=O)O)N)CN=C(N)N.C(CC(=O)O)[C@@H](C(=O)O)N,4320-30-3,321.33,C11H23N5O6,165268,
952,L-Histidine hydrochloride hydrate,C1=C(NC=N1)C[C@@H](C(=O)O)N.O.Cl,5934-29-2,209.63,C6H12ClN3O3,165377,
953,Zinc borate,B([O-])([O-])[O-].B([O-])([O-])[O-].[Zn+2].[Zn+2].[Zn+2],1332-07-6,313.76,B2O6Zn3,167155,
954,Dimethylarsinate,C[As](=O)(C)[O-],15132-04-4,136.99,C2H6AsO2-,167250,
955,Deuterium hydride,[2HH],13983-20-5,3.02,H2,167583,
956,"(1r,2s,3r,4s)-7-Oxabicyclo[2.2.1]heptane-2,3-dicarboxylic acid",C1C[C@H]2[C@@H]([C@@H]([C@@H]1O2)C(=O)O)C(=O)O,28871-63-8,186.16,C8H10O5,168842,
957,Magnesium;dioxido(oxo)silane;iron(3+),[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Fe+3],37292-80-1,232.32,FeMgO6Si2+,169895,
958,l-Asparagine monohydrate,C([C@@H](C(=O)O)N)C(=O)N.O,5794-13-8,150.13,C4H10N2O4,170358,
959,"2-Butene-1,4-diol",C(/C=C/CO)O,821-11-4,88.11,C4H8O2,175854,
960,3-Amino-4-[(1-benzyl-2-methoxy-2-oxoethyl)amino]-4-oxobutanoic acid,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,25548-16-7,294.30,C14H18N2O5,2242,ZINC1532129
961,Bifenazate,CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC,149877-41-8,300.35,C17H20N2O3,176879,
962,Spirodiclofen,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=C(C=C(C=C3)Cl)Cl,148477-71-8,411.32,C21H24Cl2O4,177863,
963,Scorpion,CN=C(NCC1CCOC1)N[N+](=O)[O-],165252-70-0,202.21,C7H14N4O3,197701,
964,Adipate,C(CCC(=O)[O-])CC(=O)[O-],764-65-8,144.13,C6H8O4-2,200164,
965,Magnesium nitrate hexahydrate,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Mg+2],13446-18-9,256.41,H12MgN2O12,202877,
966,Pinoxaden,CCC1=CC(=CC(=C1C2=C(N3CCOCCN3C2=O)OC(=O)C(C)(C)C)CC)C,243973-20-8,400.51,C23H32N2O4,210326,ZINC3620800
967,Aminopyralid,C1=C(C(=C(N=C1Cl)C(=O)O)Cl)N,150114-71-9,207.01,C6H4Cl2N2O2,213012,ZINC12955882
968,Boscalid,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,188425-85-6,343.21,C18H12Cl2N2O,213013,ZINC3612929
969,Acetamiprid,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,135410-20-7,222.67,C10H11ClN4,213021,ZINC13827890
970,Aspirin,CC(=O)OC1=CC=CC=C1C(=O)O,50-78-2,180.16,C9H8O4,2244,ZINC53
971,"1-[(2-chloro-1,3-thiazol-5-yl)methyl]-2-methyl-3-nitroguanidine",CN=C(NCC1=CN=C(S1)Cl)N[N+](=O)[O-],210880-92-5,249.68,C6H8ClN5O2S,213027,ZINC13827936
972,"Strychnidin-10-one, 2,3-dimethoxy-",COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC,357-57-3,394.46,C23H26N2O4,220520,ZINC1069090
973,Erythritol,C([C@H]([C@H](CO)O)O)O,149-32-6,122.12,C4H10O4,222285,ZINC17971067
974,(2S)-2-Hydroxybutanedioic acid,C([C@@H](C(=O)O)O)C(=O)O,97-67-6,134.09,C4H6O5,222656,ZINC895074
975,Isohexestrol,CC[C@@H](C1=CC=C(C=C1)O)[C@@H](CC)C2=CC=C(C=C2)O,5776-72-7,270.37,C18H22O2,234907,ZINC56546
976,(S)-Adrenaline,CNC[C@H](C1=CC(=C(C=C1)O)O)O,150-05-0,183.20,C9H13NO3,247704,ZINC39090
977,Potassium bromide,[K+].[Br-],7758-02--3,119.00,KBr,253877,
978,Noscapine,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,128-62-1,413.42,C22H23NO7,275196,ZINC19418974
979,Brilliant green,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3.OS(=O)(=O)[O-],633-03-4,483.64,C27H33N2+,12449,ZINC4235575
980,Atrazine,CCNC1=NC(=NC(=N1)Cl)NC(C)C,1912-24-9,215.68,C8H14ClN5,2256,ZINC3078958
981,Aurothiomalate,C(C(C(=O)O)[S-])C(=O)O.[Au+],33796-26-8,346.11,C4H5AuO4S,422786,
982,Lithium chloride,[Li+].[Cl-],7447-41-8,42.39,LiCl,433294,
983,Carnosine,C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN,305-84-0,226.23,C9H14N4O3,439224,ZINC2040854
984,L-Theanine,CCNC(=O)CC[C@@H](C(=O)O)N,3081-61-6,174.20,C7H14N2O3,439378,ZINC2046330
985,Lactobiose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,63-42-3,342.30,C12H22O11,440995,ZINC4095793
986,Griseofulvin,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,126-07-8,352.77,C17H17ClO6,441140,ZINC622123
987,Euphylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,95646-60-9,240.26,C16H24N10O4,441189,
988,Azinphos-methyl,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,86-50-0,317.32,C10H12N3O3PS2,2268,ZINC900708
989,Digitoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,71-63-6,764.94,C41H64O13,441207,ZINC95862733
990,Fortral,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,359-83-1,285.42,C19H27NO,441278,ZINC596
991,Pancuronium,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C,16974-53-1,572.86,C35H60N2O4+2,441289,ZINC4097383
992,Delavirdine mesylate,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C.CS(=O)(=O)O,147221-93-0,552.67,C22H28N6O3S,441386,ZINC18516586
993,Epinephrine hydrochloride,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.Cl,55-31-2,219.67,C9H14ClNO3,441411,
994,Calcium pantothenate,CC(C)(CO)[C@H](C(=O)NCCC(=O)[O-])O.CC(C)(CO)[C@H](C(=O)NCCC(=O)[O-])O.[Ca+2],137-08-6,476.53,C18H32CaN2O10,443753,
995,Gadoversetamide,COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],131069-91-5,661.76,C20H34GdN5O10,444013,
996,beta-CYCLODEXTRIN,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,7585-39-9,1134.98,C42H70O35,444041,
997,Bisphenol A diglycidyl ether,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,1675-54-3,340.41,C21H24O4,2286,ZINC1680656
998,alpha-CYCLODEXTRIN,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H](O2)[C@@H]([C@H]7O)O)CO)CO)CO)CO)CO)O)O)O,10016-20-3,268.35,C36H60O30,444913,ZINC242498445
999,Fumaric acid,C(=C/C(=O)O)C(=O)O,110-17-8,267.24,C4H4O4,444972,ZINC3860193
1000,Diethylstilbestrol,CC/C(=C(/CC)C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,56-53-1,305.20,C18H20O2,448537,ZINC1290
1001,3'-Epizidovudine,CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@H](O2)CO)N=[N+]=[N-],73971-82-1,228.18,C10H13N5O4,451515,ZINC4467870
1002,Melphalan,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,148-82-3,296.28,C13H18Cl2N2O2,460612,ZINC1673
1003,Bendiocarb,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,22781-23-3,223.23,C11H13NO4,2314,ZINC2015426
1004,Potassium permanganate,[O-][Mn](=O)(=O)=O.[K+],7722-64-7,84.01,KMnO4,516875,
1005,Potassium arsenate,O[As](=O)(O)[O-].[K+],7784-41-0,100.12,KH2AsO4,516881,
1006,Sodium bicarbonate,C(=O)(O)[O-].[Na+],144-55-8,136.09,NaHCO3,516892,
1007,Potassium bicarbonate,C(=O)(O)[O-].[K+],298-14-6,98.14,KHCO3,516893,
1008,Potassium dihydrogen phosphate,OP(=O)(O)[O-].[K+],7778-77-0,82.03,KH2PO4,516951,
1009,Potassium acetate,CC(=O)[O-].[K+],127-08-2,144.10,C2H3O2K,517044,
1010,Sodium acetate,CC(=O)[O-].[Na+],127-09-3,180.06,C2H3NaO2,517045,
1011,Sodium benzoate,C1=CC=C(C=C1)C(=O)[O-].[Na+],532-32-1,151.99,C7H5O2Na,517055,
1012,Bentoquatam,O.O=[Al]O[Al]=O.O=[Si]=O,1340-69-8,71.64,Al2H2O6Si,517273,
1013,Chromium(III) oxide,O=[Cr]O[Cr]=O,1308-38-9,372.24,Cr2O3,517277,
1014,Benfluralin,CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],1861-40-1,335.28,C13H16F3N3O4,2319,ZINC3871674
1015,Boric anhydride,B(=O)OB=O,1303-86-2,208.25,B2O3,518682,ZINC245204922
1016,Disodium edetate dihydrate,C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].O.O.[Na+].[Na+],6381-92-6,324.42,C10H18N2Na2O10,636371,
1017,alpha-Asarone,C/C=C/C1=CC(=C(C=C1OC)OC)OC,2883-98-9,224.21,C12H16O3,636822,ZINC56550
1018,Sinapic acid,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O,530-59-6,174.11,C11H12O5,637775,ZINC153654
1019,cis-Aconitic acid,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,585-84-2,246.19,C6H6O6,643757,ZINC3860972
1020,"cis-2-Butene-1,4-Diol",C(/C=CCO)O,6117-80-2,205.17,C4H8O2,643790,ZINC5225095
1021,Saccharin sodium,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+],128-44-9,282.44,C7H4NNaO3S,656582,
1022,Bentazone,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,25057-89-0,240.28,C10H12N2O3S,2328,ZINC95630288
1023,Methyl anisotropinium,CCCC(CCC)C(=O)OC1C[C@H]2CC[C@@H](C1)[N+]2(C)C,70642-90-9,266.33,C17H32NO2+,657202,ZINC100036830
1024,Methscopolamine nitrate,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[N+](=O)([O-])[O-],6106-46-3,279.38,C18H24N2O7,657297,
1025,Dienestrol,C/C=C(/C(=C/C)/C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,84-17-3,152.18,C18H18O2,667476,ZINC1283
1026,Sinequan,CN(C)CC/C=C/1C2=CC=CC=C2COC3=CC=CC=C31,1668-19-5,142.18,C19H21NO,667477,ZINC1148
1027,Mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2,50-44-2,270.37,C5H4N4S,667490,ZINC4658290
