,Accession Number,Name,CAS
2407,T3D2997,Sertaconazole,99592-32-2
2408,T3D2999,Bupropion,34841-39-9
2409,T3D3000,Trimetrexate,52128-35-5
2410,T3D3001,Halothane,151-67-7
2411,T3D3003,Chloroprocaine,133-16-4
2412,T3D3004,Moclobemide,71320-77-9
2413,T3D3005,Orphenadrine,83-98-7
2414,T3D3006,Phenobarbital,50-06-6
2415,T3D3007,Escitalopram,128196-01-0
2416,T3D3009,Chlormezanone,80-77-3
2417,T3D3010,Fluoxymesterone,76-43-7
2418,T3D3011,Pergolide,66104-22-1
2419,T3D3012,Ciclopirox,29342-05-0
2420,T3D3013,Desflurane,57041-67-5
2421,T3D3014,Dexfenfluramine,3239-44-9
2422,T3D3015,Oxymorphone,76-41-5
2423,T3D3016,Zopiclone,43200-80-2
2424,T3D3017,Bromocriptine,25614-03-3
2425,T3D3018,Rifapentine,61379-65-5
2426,T3D3019,Levetiracetam,102767-28-2
2427,T3D3020,Mitoxantrone,65271-80-9
2428,T3D3021,Ridogrel,110140-89-1
2429,T3D3023,Estazolam,29975-16-4
2430,T3D3025,Ketamine,6740-88-1
2431,T3D3027,Levomethadyl Acetate,1477-40-3
2432,T3D3028,L-Dopa,59-92-7
2433,T3D3029,Sevoflurane,28523-86-6
2434,T3D3030,Bromodiphenhydramine,118-23-0
2435,T3D3031,Chlorprothixene,113-59-7
2436,T3D3032,Clomipramine,303-49-1
2437,T3D3033,Isocarboxazid,59-63-2
2438,T3D3035,Posaconazole,171228-49-2
2439,T3D3036,Fosphenytoin,93390-81-9
2440,T3D3038,Butethal,77-28-1
2441,T3D3039,Hexobarbital,56-29-1
2442,T3D3040,Ephedrine,299-42-3
2443,T3D3041,Methotrimeprazine,60-99-1
2444,T3D3046,Fencamfamine,1209-98-9
2445,T3D3047,Flunitrazepam,1622-62-4
2446,T3D3048,Bromazepam,1812-30-2
2447,T3D3049,Clotiazepam,33671-46-4
2448,T3D3051,Dextroamphetamine,51-64-9
2449,T3D3052,Methamphetamine,537-46-2
2450,T3D3054,Prazepam,2955-38-6
2451,T3D3055,Quazepam,36735-22-5
2452,T3D3056,Cinolazepam,75696-02-5
2453,T3D3057,Nitrazepam,146-22-5
2454,T3D3060,Phenindamine,82-88-2
2455,T3D3062,Calcipotriol,112965-21-6
2456,T3D3063,Quinestrol,152-43-2
2457,T3D3064,Chlophedianol,791-35-5
2458,T3D3066,Bepotastine,125602-71-3
2459,T3D3067,Vapreotide,103222-11-3
2460,T3D3068,Silver sulfadiazine,22199-08-2
2461,T3D3069,Methsuximide,77-41-8
2462,T3D3070,Abrin-a,53597-23-2
2463,T3D3071,Abrin-b,
2464,T3D3072,Abrin-c,53597-24-3
2465,T3D3073,Abrin-d,1393-62-0
2466,T3D3074,Anisatin,5230-87-5
2467,T3D3075,Brucine,357-57-3
2468,T3D3076,Cicutoxin,505-75-9
2469,T3D3077,Delphinine,561-07-9
2470,T3D3078,Aconitine,302-27-2
2471,T3D3079,Djenkolic acid,498-59-9
2472,T3D3081,(-)-Gossypol,90141-22-3
2473,T3D3082,beta-Methylamino-L-alanine,15920-93-1
2474,T3D3083,Oenanthotoxin,20311-78-8
2475,T3D3084,Resiniferatoxin,57444-62-9
2476,T3D3085,Capsaicin,404-86-4
2477,T3D3086,Strychnine,57-24-9
2478,T3D3087,Swainsonine,72741-87-8
2479,T3D3088,Thionin (Pyrularia pubera),
2480,T3D3089,Tutin,2571-22-4
2481,T3D3090,Grayanotoxin I,4720-09-6
2482,T3D3091,Grayanotoxin II,4678-44-8
2483,T3D3092,Grayanotoxin III,4678-45-9
2484,T3D3094,Oleandrin,465-16-7
2485,T3D3095,Hyoscyamine,101-31-5
2486,T3D3096,D-Hyoscyamine,13269-35-7
2487,T3D3097,Tubocurarine,6989-98-6
2488,T3D3098,Alcuronium,23214-96-2
2489,T3D3099,Toxiferine,6888-23-9
2490,T3D3101,Brodifacoum,56073-10-0
2491,T3D3102,Bromadiolone,28772-56-7
2492,T3D3103,Fumarin,117-52-2
2493,T3D3104,Difenacoum,56073-07-5
2494,T3D3105,Phenprocoumon,435-97-2
2495,T3D3106,Acenocoumarol,152-72-7
2496,T3D3107,Phenindione,83-12-5
2497,T3D3108,Anabasine,13078-04-1
2498,T3D3114,Myristicin,607-91-0
2499,T3D3121,Diphtheria toxin (Corynephage omega),
2500,T3D3123,Botulinum neurotoxin type E,
2501,T3D3124,Botulinum neurotoxin type F,
2502,T3D3125,Botulinum neurotoxin type B,
2503,T3D3126,Botulinum neurotoxin type D,
2504,T3D3127,Botulinum neurotoxin type A ,
2505,T3D3128,Botulinum neurotoxin type C1,
2506,T3D3129,Shiga toxin subunit B,75757-64-1
2507,T3D3201,4-Ethylphenol,123-07-9
2508,T3D3204,"7-Methyl-3-methylene-1,6-octadiene",123-35-3
2509,T3D3209,Diazenedicarboxamide,123-77-3
2510,T3D3214,Benzyl acetate,140-11-4
2511,T3D3216,Ethyl acrylate,140-88-5
2512,T3D3224,Menthol,2216-51-5
2513,T3D3230,2-Methoxy-4-propylphenol,2785-87-7
2514,T3D3231,2-Propenyl 3-methylbutanoate,2835-39-4
2515,T3D3233,CE(10:0),1183-04-6
2516,T3D3241,Diacetyl,431-03-8
2517,T3D3268,Acetic acid,64-19-7
2518,T3D3426,n-Butane,106-97-8
2519,T3D3427,Isobutane,75-28-5
2520,T3D3428,Pentane,109-66-0
2521,T3D3429,Isopentane,78-78-4
2522,T3D3430,Neopentane,463-82-1
2523,T3D3431,N-Heptane,142-82-5
2524,T3D3432,2-Methylhexane,591-76-4
2525,T3D3433,3-Methylhexane,589-34-4
2526,T3D3434,"2,2-Dimethylpentane",590-35-2
2527,T3D3435,"2,3-Dimethylpentane",565-59-3
2528,T3D3436,"2,4-Dimethylpentane",108-08-7
2529,T3D3437,"3,3-Dimethylpentane",562-49-2
2530,T3D3438,3-Ethylpentane,617-78-7
2531,T3D3439,"2,2,3-Trimethylbutane",464-06-2
2532,T3D3440,Octane,111-65-9
2533,T3D3441,2-Methylheptane,592-27-8
2534,T3D3442,3-Methylheptane,589-81-1
2535,T3D3443,4-Methylheptane,589-53-7
2536,T3D3444,3-Ethylhexane,619-99-8
2537,T3D3445,"2,2-Dimethylhexane",590-73-8
2538,T3D3446,"xi-2,3-Dimethylhexane",584-94-1
2539,T3D3447,"2,4-Dimethylhexane",589-43-5
2540,T3D3448,"2,5-Dimethylhexane",592-13-2
2541,T3D3449,"3,3-Dimethylhexane",563-16-6
2542,T3D3450,"3,4-Dimethylhexane",583-48-2
2543,T3D3451,3-Ethyl-2-methylpentane,609-26-7
2544,T3D3452,3-Ethyl-3-methylpentane,1067-08-9
2545,T3D3453,"2,2,3-Trimethylpentane",564-02-3
2546,T3D3454,"2,2,4-Trimethylpentane",540-84-1
2547,T3D3455,"2,3,3-Trimethylpentane",560-21-4
2548,T3D3456,"2,3,4-Trimethylpentane",565-75-3
2549,T3D3457,"2,2,3,3-Tetramethylbutane",594-82-1
2550,T3D3458,1-Pentene,109-67-1
2551,T3D3459,2-Pentene,109-68-2
2552,T3D3460,2-Methyl-2-butene,513-35-9
2553,T3D3461,3-Methyl-1-butene,563-45-1
2554,T3D3462,2-Methyl-1-butene,563-46-2
2555,T3D3463,3-Methyl-2-pentene,922-62-3
2556,T3D3464,"2,4,4,-Trimethyl-1-pentene",107-39-1
2557,T3D3465,Cyclopentane,287-92-3
2558,T3D3466,Methylcyclopentane,96-37-7
2559,T3D3467,Cyclohexane,110-82-7
2560,T3D3468,Isopropylbenzene,98-82-8
2561,T3D3469,Polyvinyl acetate,9003-20-7
2562,T3D3470,Ethenyl acetate,108-05-4
2563,T3D3471,Acetaldehyde,75-07-0
2564,T3D3474,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",28289-54-5
2565,T3D3476,Albendazole,54965-21-8
2566,T3D3477,Allopurinol,315-30-0
2567,T3D3480,Atenolol,29122-68-7
2568,T3D3483,Etidronic acid,7414-83-7
2569,T3D3487,Brimonidine,59803-98-4
2570,T3D3491,Carisoprodol,78-44-4
2571,T3D3492,Cephalosporin ,97519-39-6
2572,T3D3495,Ciprofloxacin,85721-33-1
2573,T3D3497,Clindamycin,18323-44-9
2574,T3D3498,Cyclosporin  ,59865-13-3
2575,T3D3499,Darifenacin,133099-04-4
2576,T3D3501,Docetaxel,114977-28-5
2577,T3D3503,Fenthion,55-38-9
2578,T3D3504,Fluoroacetic acid,144-49-0
2579,T3D3507,Capecitabine,154361-50-9
2580,T3D3512,Hydroxychloroquine,118-42-3
2581,T3D3513,Ifosfamide,3778-73-2
2582,T3D3514,Infliximab  ,170277-31-3
2583,T3D3516,Itraconazole,84625-61-6
2584,T3D3517,Labetalol,36894-69-6
2585,T3D3520,Melamine,108-78-1
2586,T3D3521,Metaldehyde,108-62-3
2587,T3D3522,"1,1-Dimethylbiguanide",657-24-9
2588,T3D3523,Methyl ethyl ketone peroxide  ,1338-23-4
2589,T3D3524,Omeprazole,73590-58-6
2590,T3D3526,Pentamidine,100-33-4
2591,T3D3529,Polymyxin B Sulfate,1405-20-5
2592,T3D3532,Salvinorin A ,83729-01-5
2593,T3D3533,Sorafenib,284461-73-0
2594,T3D3536,Telithromycin,191114-48-4
2595,T3D3537,Terazosin  ,70024-40-7
2596,T3D3539,Thalidomide,50-35-1
2597,T3D3542,Valaciclovir,124832-26-4
2598,T3D3543,Vancomycin,1404-90-6
2599,T3D3544,Verapamil,52-53-9
2600,T3D3548,Ammonium nitrite,13446-48-5
2601,T3D3549,Nitrous acid,7782-77-6
2602,T3D3550,Potassium nitrite,7758-09-0
2603,T3D3551,Sodium nitrite,7632-00-0
2604,T3D3552,Ammonium nitrate,6484-52-2
2605,T3D3553,Cesium nitrate,7789-18-6
2606,T3D3554,Calcium nitrate,10124-37-5
2607,T3D3556,Ceric ammonium nitrate,16774-21-3
2608,T3D3557,Chlorine nitrate,14545-72-3
2609,T3D3558,Cellulose nitrate,9004-70-0
2610,T3D3559,Dinitrogen tetroxide,10544-72-6
2611,T3D3560,Gadolinium nitrate,10168-81-7
2612,T3D3561,Guanidine nitrate,506-93-4
2613,T3D3562,Hydroxylammonium nitrate,13465-08-2
2614,T3D3563,Iron(III) nitrate,10421-48-4
2615,T3D3566,Lithium nitrate,7790-69-4
2616,T3D3567,Magnesium nitrate,10377-60-3
2617,T3D3570,Methylammonium nitrate,22113-87-7
2618,T3D3571,Nitric acid,7697-37-2
2619,T3D3572,Potassium nitrate,7757-79-1
2620,T3D3573,Rubidium nitrate,13126-12-0
2621,T3D3574,Sodium nitrate,7631-99-4
2622,T3D3575,Strontium nitrate,10042-76-9
2623,T3D3577,Methyldopa,555-30-6
2624,T3D3579,2-Nitrophenol,88-75-5
2625,T3D3580,Sodium fluoroacetate,62-74-8
2626,T3D3582,Lysergic Acid Diethylamide,50-37-3
2627,T3D3583,Botulinum toxin,93384-43-1
2628,T3D3584,Botulinum neurotoxin type G,
2629,T3D3585,beta-Amanitin,21150-22-1
2630,T3D3586,gamma-Amanitin,21150-23-2
2631,T3D3587,epsilon-Amanitin,21705-02-2
2632,T3D3588,Amanullin,21803-57-6
2633,T3D3589,Amanullinic acid,54532-45-5
2634,T3D3590,Amaninamide,58311-65-2
2635,T3D3591,Amanin,21150-21-0
2636,T3D3592,Proamanullin,54532-46-6
2637,T3D3596,Iodine,7553-56-2
2638,T3D3597,Citrinin,518-75-2
2639,T3D3598,Aflatoxin B1,1162-65-8
2640,T3D3599,2-Aminophenol,95-55-6
2641,T3D3600,4-Aminophenol,123-30-8
2642,T3D3601,3-Aminophenol,591-27-5
2643,T3D3602,Microcystin-LR,101043-37-2
2644,T3D3603,Fumonisin B1,116355-83-0
2645,T3D3604,Gliotoxin,67-99-2
2646,T3D3605,Ochratoxin A,303-47-9
2647,T3D3606,Ochratoxin B,4825-86-9
2648,T3D3607,Ochratoxin C,4865-85-4
2649,T3D3608,Microcystin-YR,101064-48-6
2650,T3D3609,Microcystin-RR,111755-37-4
2651,T3D3610,Cyanoginosin-LA,96180-79-9
2652,T3D3611,Microcystin-LF,154037-70-4
2653,T3D3613,Microcystin-LL,154037-67-9
2654,T3D3614,Microcystin-LW,157622-02-1
2655,T3D3615,Microcystin-LY,123304-10-9
2656,T3D3616,Nodularin-R,118399-22-7
2657,T3D3619,Ammonium laureth sulfate,32612-48-9
2658,T3D3620,Ammonium lauryl sulfate ,2235-54-3
2659,T3D3621,Cocoyl sarcosine ,783292-49-9
2660,T3D3622,Lauroyl sarcosine,97-78-9
2661,T3D3623,Sodium cocoyl sarcosinate,61791-59-1
2662,T3D3624,Sodium lauroyl sarcosinate,137-16-6
2663,T3D3625,Imidazolidinyl urea,39236-46-9
2664,T3D3626,Diazolidinyl urea,78491-02-8
2665,T3D3627,"1,3-Dimethylol-5,5-dimethylhydantoin",6440-58-0
2666,T3D3628,Quaternium-15,4080-31-3
2667,T3D3629,Sodium lauryl sulfate,151-21-3
2668,T3D3630,Sodium laureth sulfate,9004-82-4
2669,T3D3633,Quaternium-22,51812-80-7
2670,T3D3636,Quaternium-52,58069-11-7
2671,T3D3637,Quaternium-10,80702-43-8
2672,T3D3638,Diethyl phthalate,84-66-2
2673,T3D3639,Butyl cyclohexyl phthalate,84-64-0
2674,T3D3640,Butyl decyl phthalate,89-19-0
2675,T3D3641,Di(n-octyl) phthalate,117-84-0
2676,T3D3642,Diallyl phthalate,131-17-9
2677,T3D3643,Dicyclohexyl phthalate,84-61-7
2678,T3D3644,Diisobutyl phthalate,84-69-5
2679,T3D3645,Diisodecyl phthalate,26761-40-0
2680,T3D3646,Diisoheptyl phthalate,41451-28-9
2681,T3D3647,Diisohexyl phthalate,146-50-9
2682,T3D3648,Diisononyl phthalate,28553-12-0
2683,T3D3649,Diisooctyl phthalate,27554-26-3
2684,T3D3650,Diisotridecyl phthalate,68515-47-9
2685,T3D3651,Diisoundecyl phthalate,85507-79-5
2686,T3D3652,Dimethyl phthalate,131-11-3
2687,T3D3653,Di-n-hexyl phthalate,84-75-3
2688,T3D3654,Di-n-pentyl phthalate,131-18-0
2689,T3D3655,Di-n-propyl phthalate,131-16-8
2690,T3D3656,Ditridecyl phthalate,119-06-2
2691,T3D3657,Diundecyl phthalate,3648-20-2
2692,T3D3658,n-Octyl n-decyl phthalate,119-07-3
2693,T3D3659,Polyethylene terephthalate,25038-59-9
2694,T3D3660,Glycolic acid,79-14-1
2695,T3D3661,Patulin,149-29-1
2696,T3D3662,Roquefortine,58735-64-1
2697,T3D3663,Sterigmatocystin,10048-13-2
2698,T3D3664,T2 Toxin,21259-20-1
2699,T3D3665,"(S,E)-Zearalenone",17924-92-4
2700,T3D3666,Aflatoxin M1,6795-23-9
2701,T3D3667,Cytochalasin B,14930-96-2
2702,T3D3668,Deoxynivalenol,51481-10-8
2703,T3D3669,Aflatoxin B2,7220-81-7
2704,T3D3670,Aflatoxin G,1165-39-5
2705,T3D3671,Aflatoxin G2,7241-98-7
2706,T3D3672,Aflatoxin M2,6885-57-0
2707,T3D3673,HT-2 Toxin,26934-87-2
2708,T3D3674,Nivalenol,23282-20-4
2709,T3D3675,Zeranol,26538-44-3
2710,T3D3676,Cytochalasin A,14110-64-6
2711,T3D3677,Cytochalasin C,22144-76-9
2712,T3D3678,Cytochalasin D,22144-77-0
2713,T3D3679,Cytochalasin E,36011-19-5
2714,T3D3680,Cytochalasin H,53760-19-3
2715,T3D3681,Cytochalasin J,56144-22-0
2716,T3D3682,Dihydrocytochalasin B,39156-67-7
2717,T3D3683,Dihydrocytochalasin B gamma-lactone,14110-71-5
2718,T3D3684,Ergine,478-94-4
2719,T3D3685,Ergonovine,60-79-7
2720,T3D3686,Methylergonovine,113-42-8
2721,T3D3687,Lysergic acid hydroxyethylamide,3343-15-5
2722,T3D3688,Ergocristine,511-08-0
2723,T3D3689,Ergocornine,564-36-3
2724,T3D3690,Ergocryptine,511-09-1
2725,T3D3691,Ergovaline,2873-38-3
2726,T3D3692,Agroclavine,548-42-5
2727,T3D3693,Xanthomegnin,1685-91-2
2728,T3D3694,Elymoclavine,548-43-6
2729,T3D3695,Lysergol,602-85-7
2730,T3D3696,Costaclavine,436-41-9
2731,T3D3697,Fumonisin B2,116355-84-1
2732,T3D3698,"3-Acetoxyscirpene-4,15-diol",70402-13-0
2733,T3D3699,Monoacetoxyscirpenol,2623-22-5
2734,T3D3700,Acetyldeoxynivalenol,50722-38-8
2735,T3D3701,15-Acetyl-4-deoxynivalenol,88337-96-6
2736,T3D3702,Crotocin,21284-11-7
2737,T3D3703,15-Deacetylcalonectrin,38818-66-5
2738,T3D3704,Diacetylnivalenol,14287-82-2
2739,T3D3705,Diacetoxyscirpenol,2270-40-8
2740,T3D3706,Diacetylverrucarol,2198-94-9
2741,T3D3707,Fusarenon-X,23255-69-8
2742,T3D3708,Neosolaniol,36519-25-2
2743,T3D3709,Roridin A,14729-29-4
2744,T3D3710,Roridin D,14682-29-2
2745,T3D3711,Roridin E,16891-85-3
2746,T3D3712,Satratoxin H,53126-64-0
2747,T3D3713,Scirpene,37133-74-7
2748,T3D3714,Toxin T2 tetrol,34114-99-3
2749,T3D3715,Triacetoxyscirpenol,4297-61-4
2750,T3D3716,Trichodermin,4682-50-2
2751,T3D3717,Trichodermol,2198-93-8
2752,T3D3718,Trichothecin,6379-69-7
2753,T3D3719,Trichothecolone,2199-06-6
2754,T3D3720,Verrucarin A,3148-09-2
2755,T3D3721,Verrucarin B,2290-11-1
2756,T3D3722,Verrucarin J,4643-58-7
2757,T3D3723,Verrucarol,2198-92-7
2758,T3D3724,Bovinocidin,504-88-1
2759,T3D3725,Aflatoxicol,29611-03-8
2760,T3D3726,Aflatrem,70553-75-2
2761,T3D3727,Alternariol,641-38-3
2762,T3D3728,Alternariol methyl ether,23452-05-3
2763,T3D3729,Altertoxin-1,56258-32-3
2764,T3D3730,Rubratoxin B,21794-01-4
2765,T3D3731,Rubratoxin A,22467-31-8
2766,T3D3732,Penitrem A,12627-35-9
2767,T3D3733,Penitrem B,11076-67-8
2768,T3D3734,Penitrem C,37318-84-6
2769,T3D3735,Dicumarol,66-76-2
2770,T3D3736,Cyclopiazonic acid,18172-33-3
2771,T3D3737,Citreoviridin A,25425-12-1
2772,T3D3738,Penicillic acid,90-65-3
2773,T3D3740,Beauvericin,26048-05-5
2774,T3D3741,Fusaric Acid,536-69-6
2775,T3D3742,Fumitremorgin A,12626-18-5
2776,T3D3743,Fumitremorgin B,12626-17-4
2777,T3D3744,Fumitremorgin C,118974-02-0
2778,T3D3745,Territrem B,70407-20-4
2779,T3D3746,Territrem A,70407-19-1
2780,T3D3747,Territrem C,89020-33-7
2781,T3D3748,Paspalinine,63722-91-8
2782,T3D3749,Asteltoxin,79663-49-3
2783,T3D3750,Aurovertin B,55350-03-3
2784,T3D3751,Aurovertin D,65256-31-7
2785,T3D3752,Arisugacin A,167114-89-8
2786,T3D3753,Butenolide,16275-44-8
2787,T3D3754,Emestrin,97816-62-1
2788,T3D3755,Emodin,518-82-1
2789,T3D3756,Enniatin A,2503-13-1
2790,T3D3757,Enniatin A1,4530-21-6
2791,T3D3758,Enniatin B,917-13-5
2792,T3D3759,Enniatin B1,19914-20-6
2793,T3D3760,Fumagillin,23110-15-8
2794,T3D3762,Janthitrem B,73561-90-7
2795,T3D3763,Janthitrem C,73561-91-8
2796,T3D3764,Janthitrem E,90986-50-8
2797,T3D3765,Janthitrem F,90986-52-0
2798,T3D3766,Janthitrem G,90986-51-9
2799,T3D3767,Lolitrem B,81771-19-9
2800,T3D3768,Luteoskyrin,21884-44-6
2801,T3D3769,Kojic acid,501-30-4
2802,T3D3770,Moniliformin,71376-34-6
2803,T3D3771,Restrictocin (Aspergillus restrictus),1406-72-0
2804,T3D3773,alpha-Sarcin (Aspergillus giganteus),86243-64-3
2805,T3D3774,Secalonic Acid D,35287-69-5
2806,T3D3775,Slaframine,20084-93-9
2807,T3D3776,Sporidesmin,1456-55-9
2808,T3D3777,Paspalitrem A,63722-90-7
2809,T3D3778,Paspalitrem B,63764-58-9
2810,T3D3779,Paspalicine,11024-55-8
2811,T3D3780,Paxilline,57186-25-1
2812,T3D3781,Verrucosidin,88389-71-3
2813,T3D3782,Verruculogen,12771-72-1
2814,T3D3787,6-Deisopropylatrazine,1007-28-9
2815,T3D3788,Acephate,30560-19-1
2816,T3D3789,Acibenzolar-S-Methyl,135158-54-2
2817,T3D3790,Acifluorfen,50594-66-6
2818,T3D3791,Ametryn,834-12-8
2819,T3D3792,Amitraz,33089-61-1
2820,T3D3793,Anilazine,101-05-3
2821,T3D3794,Azamethiphos,35575-96-3
2822,T3D3795,Azoxystrobin,131860-33-8
2823,T3D3796,Benfluralin,1861-40-1
2824,T3D3797,Bensulide,741-58-2
2825,T3D3798,Bifenazate,149877-41-8
2826,T3D3799,Boric acid (H3BO3),10043-35-3
2827,T3D3800,Boscalid,188425-85-6
2828,T3D3801,Bromacil,314-40-9
2829,T3D3802,Buprofezin,69327-76-0
2830,T3D3803,Butafenacil,134605-64-4
2831,T3D3804,Captan,133-06-2
2832,T3D3805,Carfentrazone-ethyl,128639-02-1
2833,T3D3806,Chloridazon,1698-60-8
2834,T3D3807,Chloroneb,2675-77-6
2835,T3D3808,Chlorpyrifos-methyl,5598-13-0
2836,T3D3809,Chlorsulfuron,64902-72-3
2837,T3D3810,Cinmethylin,87818-31-3
2838,T3D3811,Clofentezine,74115-24-5
2839,T3D3812,Cloprop,101-10-0
2840,T3D3813,Clopyralid-olamine,57754-85-5
2841,T3D3814,Clorophene,120-32-1
2842,T3D3815,Clothianidin,210880-92-5
2843,T3D3816,Cyanamide,420-04-2
2844,T3D3817,Cyanazine,21725-46-2
2845,T3D3818,Cyhalofop-butyl,122008-85-9
2846,T3D3819,Cymoxanil,57966-95-7
2847,T3D3820,Cyprodinil,121552-61-2
2848,T3D3821,Daminozide,1596-84-5
2849,T3D3822,Dazomet,533-74-4
2850,T3D3823,Dichloran,99-30-9
2851,T3D3824,Diclofop-methyl,51338-27-3
2852,T3D3825,Diclosulam,145701-21-9
2853,T3D3826,Dicrotophos,141-66-2
2854,T3D3827,Diethyltoluamide,134-62-3
2855,T3D3828,Difenoconazole,119446-68-3
2856,T3D3829,Difenzoquat metilsulfate,43222-48-6
2857,T3D3830,Dimethenamid,87674-68-8
2858,T3D3831,Emamectin benzoate,155569-91-8
2859,T3D3832,Ethalfluralin,55283-68-6
2860,T3D3833,Ethephon,16672-87-0
2861,T3D3834,Etoxazole,153233-91-1
2862,T3D3835,Etridiazole,2593-15-9
2863,T3D3836,Fenamidone,161326-34-7
2864,T3D3837,Fenamiphos,22224-92-6
2865,T3D3838,Fenhexamid,126833-17-8
2866,T3D3839,Fenitrothion,122-14-5
2867,T3D3840,Fluazifop-butyl,69806-50-4
2868,T3D3841,Fluazifop-P-butyl,79241-46-6
2869,T3D3842,Fluazinam,79622-59-6
2870,T3D3843,Flufenacet,142459-58-3
2871,T3D3844,Flufenpyr-ethyl,188489-07-8
2872,T3D3845,Flumetsulam,98967-40-9
2873,T3D3846,Flumiclorac-pentyl,87546-18-7
2874,T3D3847,Flumioxazin,103361-09-7
2875,T3D3848,Fluroxypyr,69377-81-7
2876,T3D3849,Fluroxypyr-meptyl,81406-37-3
2877,T3D3850,Flusilazole,85509-19-9
2878,T3D3851,Fluthiacet-methyl,117337-19-6
2879,T3D3852,Flutolanil,66332-96-5
2880,T3D3853,Folpet,133-07-3
2881,T3D3855,Fosthiazate,98886-44-3
2882,T3D3856,Halosulfuron-methyl,100784-20-1
2883,T3D3857,Hexazinone,51235-04-2
2884,T3D3858,HPTE,2971-36-0
2885,T3D3859,Icaridin,119515-38-7
2886,T3D3860,Enilconazole,35554-44-0
2887,T3D3861,Imazamox,114311-32-9
2888,T3D3862,Imazapic,104098-48-8
2889,T3D3863,Imazaquin,81335-37-7
2890,T3D3864,Indoxacarb,173584-44-6
2891,T3D3865,Iodosulfuron-methyl-sodium,144550-36-7
2892,T3D3866,Iprodione,36734-19-7
2893,T3D3867,Isoxaben,82558-50-7
2894,T3D3868,Isoxaflutole,141112-29-0
2895,T3D3869,Lactofen,77501-63-4
2896,T3D3870,Malathion,121-75-5
2897,T3D3871,Maleic hydrazide,123-33-1
2898,T3D3872,Mancozeb,8018-01-07
2899,T3D3873,Monobutylphthalate,131-70-4
2900,T3D3874,Mepiquat chloride,24307-26-4
2901,T3D3875,Mesosulfuron-methyl,208465-21-8
2902,T3D3877,Metam-sodium hydrate,6734-80-1
2903,T3D3878,(±)-Methamidophos,115182-35-9
2904,T3D3879,Methidathion,950-37-8
2905,T3D3880,Methoxyfenozide,161050-58-4
2906,T3D3881,Methyl cellusolve,9004-74-4
2907,T3D3882,Metribuzin,21087-64-9
2908,T3D3883,Metsulfuron-methyl,74223-64-6
2909,T3D3884,Mevinphos,7786-34-7
2910,T3D3885,MGK,113-48-4
2911,T3D3886,Monomethyl phthalate,4376-18-5
2912,T3D3887,Milbemectin (mixture),51596-11-3
2913,T3D3888,(E)-Monocrotophos,6923-22-4
2914,T3D3889,Myclobutanil,88671-89-0
2915,T3D3890,Napropamide,15299-99-7
2916,T3D3891,Niclosamide,50-65-7
2917,T3D3892,Nitrapyrin,1929-82-4
2918,T3D3893,Norflurazon,27314-13-2
2919,T3D3894,Oxadiazon,19666-30-9
2920,T3D3895,Oxasulfuron,144651-06-9
2921,T3D3896,Oxyfluorfen,42874-03-3
2922,T3D3897,Paclobutrazol,76738-62-0
2923,T3D3898,Penoxsulam,219714-96-2
2924,T3D3899,Perfluorooctanesulfonic acid,1763-23-1
2925,T3D3900,2-Phenoxyethanol,122-99-6
2926,T3D3901,Phosalone,2310-17-0
2927,T3D3902,Primisulfuron-methyl,86209-51-0
2928,T3D3903,Prochloraz,67747-09-5
2929,T3D3904,Prohexadione-calcium,127277-53-6
2930,T3D3905,Prometon,1610-18-0
2931,T3D3906,Prometryn,7287-19-6
2932,T3D3907,Propargite,2312-35-8
2933,T3D3908,Propazine,139-40-2
2934,T3D3909,Propetamphos,31218-83-4
2935,T3D3910,Propiconazole,60207-90-1
2936,T3D3911,Propoxycarbazone-sodium,181274-15-7
2937,T3D3912,Prosulfuron,94125-34-5
2938,T3D3913,Pymetrozine,123312-89-0
2939,T3D3914,Pyraclostrobin,175013-18-0
2940,T3D3915,Pyridaben,96489-71-3
2941,T3D3916,Pyriproxyfen,95737-68-1
2942,T3D3917,Pyrithiobac-sodium,123343-16-8
2943,T3D3918,Quinclorac,84087-01-4
2944,T3D3919,Quizalofop-ethyl,76578-14-8
2945,T3D3920,S-Bioallethrin,28434-00-6
2946,T3D3921,Sethoxydim,74051-80-2
2947,T3D3922,Simazine,122-34-9
2948,T3D3923,Spiroxamine,118134-30-8
2949,T3D3924,Sulfentrazone,122836-35-5
2950,T3D3925,Tebufenozide,112410-23-8
2951,T3D3926,Tebufenpyrad,119168-77-3
2952,T3D3927,Tebupirimfos,96182-53-5
2953,T3D3928,Tebuthiuron,34014-18-1
2954,T3D3929,Tepraloxydim,149979-41-9
2955,T3D3930,Tetraconazole,112281-77-3
2956,T3D3931,Thiabendazole,148-79-8
2957,T3D3932,Thiamethoxam,153719-23-4
2958,T3D3933,Thiazopyr,117718-60-2
2959,T3D3934,Thiophanate-methyl,23564-05-8
2960,T3D3935,Tralkoxydim,87820-88-0
2961,T3D3936,Triasulfuron,82097-50-5
2962,T3D3937,Tribenuron-methyl,101200-48-0
2963,T3D3938,Trichlorfon,52-68-6
2964,T3D3939,Triclosan,3380-34-5
2965,T3D3940,Trifloxysulfuron-sodium,199119-58-9
2966,T3D3941,Triflusulfuron-methyl,126535-15-7
2967,T3D3942,Vinclozolin,50471-44-8
