network_for_specie,from_compound_metacyc_id,to_compound_metacyc_id,from_compound_smiles,to_compound_smiles
TAX-9606,23-EPOXY-23-DIHYDRO-2-METHYL-14-NAPHTHOQ,2-METHYL-3-PHYTYL-14-NAPHTHOQUINONE,C/C(=C/CC12OC1(C)C(=O)c1ccccc1C2=O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,CC1=C(C/C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O
TAX-9606,CPD-4187,CPD-10570,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC1=C(/C=C\C2=CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)CC1
TAX-9606,L-DOPACHROME,DIHYDROXYINDOLE,O=C1C=C2C[C@@H](C(=O)[O-])NC2=CC1=O,Oc1cc2cc[nH]c2cc1O
TAX-9606,L-DOPACHROME,56-DIHYDROXYINDOLE-2-CARBOXYLATE,O=C1C=C2C[C@@H](C(=O)[O-])NC2=CC1=O,O=C([O-])c1cc2cc(O)c(O)cc2[nH]1
TAX-9606,3-HYDROXY-L-KYNURENINE,3-HYDROXY-ANTHRANILATE,Nc1c(O)cccc1C(=O)C[C@H]([NH3+])C(=O)[O-],Nc1c(O)cccc1C(=O)[O-]
TAX-9606,N-FORMYLKYNURENINE,CPD-14736,[NH3+][C@@H](CC(=O)c1ccccc1NC=O)C(=O)[O-],Nc1ccccc1C(=O)C[C@H]([NH3+])C(=O)[O-]
TAX-9606,CPD-14927,CPD-14928,C/C(=C/C(=O)[O-])CCC[C@H](C)CCC[C@H](C)CCCC(C)C,C/C(=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])CCC[C@H](C)CCC[C@H](C)CCCC(C)C
TAX-511145,DEOXY-RIBOSE-5P,ACETALD,O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O,CC=O
TAX-511145,DEOXY-RIBOSE-5P,GAP,O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O,O=C[C@H](O)COP(=O)([O-])[O-]
TAX-511145,ACETALD,ACETYL-COA,CC=O,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-511145,ACETALD,ETOH,CC=O,CCO
TAX-511145,GAP,DEOXYXYLULOSE-5P,O=C[C@H](O)COP(=O)([O-])[O-],CC(=O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]
TAX-511145,ACETYL-COA,ACETOACETYL-COA,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-511145,ACETYL-COA,CIT,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
TAX-511145,ACETYL-COA,ACETYL-P,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(=O)OP(=O)([O-])[O-]
TAX-511145,GLC-1-P,D-glucopyranose-6-phosphate,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-511145,D-glucopyranose-6-phosphate,GLC-1-P,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TAX-511145,MELIBIOSE,ALPHA-D-GALACTOSE,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
TAX-511145,MELIBIOSE,GLC,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-511145,ACET,ACETYL-COA,CC(=O)[O-],CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-511145,Pyruvate-dehydrogenase-acetylDHlipoyl,Pyruvate-dehydrogenase-dihydrolipoate,,
TAX-511145,Pyruvate-dehydrogenase-acetylDHlipoyl,ACETYL-COA,,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-511145,4-HYDROXY-2-KETOVALERATE,ACETALD,C[C@H](O)CC(=O)C(=O)[O-],CC=O
TAX-511145,CIT,Citrate-Lyase-Citryl-Form,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],
TAX-511145,CITRATE-LYASE,Citrate-Lyase-Citryl-Form,,
TAX-511145,CITRATE-LYASE,HOLO-CITRATE-LYASE,,
TAX-511145,PYRUVATE,PHOSPHO-ENOL-PYRUVATE,CC(=O)C(=O)[O-],C=C(OP(=O)([O-])[O-])C(=O)[O-]
TAX-511145,PYRUVATE,ACETYL-COA,CC(=O)C(=O)[O-],CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-511145,PYRUVATE,FORMATE,CC(=O)C(=O)[O-],O=C[O-]
TAX-511145,PYRUVATE,D-LACTATE,CC(=O)C(=O)[O-],C[C@@H](O)C(=O)[O-]
TAX-511145,CADAVERINE,CPD0-1065,[NH3+]CCCCC[NH3+],[NH3+]CCCCC[NH2+]CCC[NH3+]
TAX-511145,S-ADENOSYLMETHIONINAMINE,CPD0-1065,C[S+](CCC[NH3+])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,[NH3+]CCCCC[NH2+]CCC[NH3+]
TAX-511145,S-ADENOSYLMETHIONINAMINE,SPERMIDINE,C[S+](CCC[NH3+])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,[NH3+]CCCC[NH2+]CCC[NH3+]
TAX-511145,GDP,GTP,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
TAX-511145,GDP,DGDP,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
TAX-511145,GTP,PRECURSOR-Z,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(c(=O)[nH]1)N[C@H]1C(=O)C3OP(=O)([O-])OCC3O[C@H]1N2
TAX-511145,GTP,DGTP,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
TAX-511145,GTP,CPD-12366,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c([nH]c(=O)n2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
TAX-511145,DEOXYADENOSINE,DEOXY-RIBOSE-1P,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,O=P([O-])([O-])OC1C[C@H](O)[C@@H](CO)O1
TAX-511145,DEOXYADENOSINE,DEOXYINOSINE,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C[C@@H]1O
TAX-511145,DEOXYADENOSINE,DEOXY-D-RIBOSE-1-PHOSPHATE,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@@H](CO)O1
TAX-511145,DEOXYGUANOSINE,DEOXY-RIBOSE-1P,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,O=P([O-])([O-])OC1C[C@H](O)[C@@H](CO)O1
TAX-511145,DEOXYGUANOSINE,DEOXY-D-RIBOSE-1-PHOSPHATE,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@@H](CO)O1
TAX-511145,DEOXYINOSINE,DEOXY-D-RIBOSE-1-PHOSPHATE,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C[C@@H]1O,O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@@H](CO)O1
TAX-511145,ADENOSINE,INOSINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
TAX-511145,ADENOSINE,RIBOSE-1P,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O
TAX-511145,INOSINE,RIBOSE-1P,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O
TAX-511145,XANTHOSINE,RIBOSE-1P,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O
TAX-511145,GUANOSINE,RIBOSE-1P,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O
TAX-511145,GUANOSINE,GMP,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
TAX-511145,GUANOSINE,GUANINE,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2[nH]cnc2c(=O)[nH]1
TAX-511145,XANTHINE,URATE,O=c1[nH]c(=O)c2nc[nH]c2[nH]1,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
TAX-511145,XANTHINE,XANTHOSINE-5-PHOSPHATE,O=c1[nH]c(=O)c2nc[nH]c2[nH]1,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1
TAX-511145,GMP,GUANOSINE,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
TAX-511145,GUANINE,XANTHINE,Nc1nc2[nH]cnc2c(=O)[nH]1,O=c1[nH]c(=O)c2nc[nH]c2[nH]1
TAX-511145,GUANINE,GMP,Nc1nc2[nH]cnc2c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
TAX-511145,MALONYL-ACP,Malonyl-acp-methyl-ester,,
TAX-511145,ATP,DATP,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1
TAX-511145,ADP,DADP,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O1
TAX-511145,ADP,ATP,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
TAX-511145,DADP,DATP,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O1,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1
TAX-511145,Cis-vaccenoyl-ACPs,CPD-9247,,CCCCCC/C=C\CCCCCCCCCC(=O)[O-]
TAX-511145,GLYCEROL,GLYCEROL-3P,OCC(O)CO,O=P([O-])([O-])OC[C@H](O)CO
TAX-511145,GLYCEROL-3P,Ubiquinols,O=P([O-])([O-])OC[C@H](O)CO,
TAX-511145,GLYCEROL-3P,Menaquinols,O=P([O-])([O-])OC[C@H](O)CO,
TAX-511145,CPD-343,2-DEHYDRO-3-DEOXY-D-GLUCONATE,O=C([O-])C(=O)C[C@H](O)C(=O)CO,O=C([O-])C(=O)C[C@H](O)[C@H](O)CO
TAX-511145,CPD-37,CPD-343,O=C[C@H](O)[C@@H](O)CC(=O)C(=O)[O-],O=C([O-])C(=O)C[C@H](O)C(=O)CO
TAX-511145,25-DIDEHYDRO-D-GLUCONATE,CPD-377,O=C([O-])C(=O)[C@@H](O)[C@H](O)C(=O)CO,O=C([O-])C(=O)[C@@H](O)[C@H](O)[C@H](O)CO
TAX-511145,25-DIDEHYDRO-D-GLUCONATE,5-DEHYDROGLUCONATE,O=C([O-])C(=O)[C@@H](O)[C@H](O)C(=O)CO,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
TAX-511145,25-DIDEHYDRO-D-GLUCONATE,CPD-13059,O=C([O-])C(=O)[C@@H](O)[C@H](O)C(=O)CO,O=C([O-])C(=O)[C@@H](O)[C@H](O)[C@@H](O)CO
TAX-511145,CPD-377,GLUCONATE,O=C([O-])C(=O)[C@@H](O)[C@H](O)[C@H](O)CO,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
TAX-511145,5-DEHYDROGLUCONATE,GLUCONATE,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
TAX-511145,PRECURSOR-Z,CPD-4,Nc1nc2c(c(=O)[nH]1)N[C@H]1C(=O)C3OP(=O)([O-])OCC3O[C@H]1N2,Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C([S-])[C@@H](COP(=O)([O-])[O-])O[C@H]1N2
TAX-511145,CPD-4,CPD-8122,Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C([S-])[C@@H](COP(=O)([O-])[O-])O[C@H]1N2,Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C([S-])[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)O[C@H]1N2
TAX-511145,CPD-23445,|Loaded-MCD-Chaperones|,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@H]4Nc5nc(N)[nH]c(=O)c5N[C@H]4C4=C3S[Mo](=O)(=O)([O-])S4)[C@@H](O)[C@H]2O)c(=O)n1,
TAX-511145,CPD-23445,CPD-23447,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@H]4Nc5nc(N)[nH]c(=O)c5N[C@H]4C4=C3S[Mo](=O)(=O)([O-])S4)[C@@H](O)[C@H]2O)c(=O)n1,
TAX-511145,CPD-8122,CPD-8123,Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C([S-])[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)O[C@H]1N2,Nc1nc2c(c(=O)[nH]1)N[C@H]1C3=C(S[Mo](=O)(=O)S3)[C@@H](COP(=O)([O-])[O-])O[C@H]1N2
TAX-511145,CPD-8123,CPD-582,Nc1nc2c(c(=O)[nH]1)N[C@H]1C3=C(S[Mo](=O)(=O)S3)[C@@H](COP(=O)([O-])[O-])O[C@H]1N2,Nc1nc2c(c(=O)[nH]1)N[C@H]1C3=C(S[Mo](=O)(=O)S3)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)O[C@H]1N2
TAX-511145,CPD-15873,|Loaded-Mo-bis-MGD-Chaperones|,Nc1nc2c(c(=O)[nH]1)N[C@H]1C3=C(S[Mo]4(=O)(SC5=C(S4)[C@@H]4Nc6c(nc(N)[nH]c6=O)N[C@@H]4O[C@@H]5COP(=O)([O-])OP(=O)([O-])OC[C@H]4O[C@@H](n5cnc6c(=O)[nH]c(N)nc65)[C@H](O)[C@@H]4O)S3)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)O[C@H]1N2,
TAX-511145,CPD-15873,CPD-23449,Nc1nc2c(c(=O)[nH]1)N[C@H]1C3=C(S[Mo]4(=O)(SC5=C(S4)[C@@H]4Nc6c(nc(N)[nH]c6=O)N[C@@H]4O[C@@H]5COP(=O)([O-])OP(=O)([O-])OC[C@H]4O[C@@H](n5cnc6c(=O)[nH]c(N)nc65)[C@H](O)[C@@H]4O)S3)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)O[C@H]1N2,
TAX-511145,CARBAMATE,AMMONIA,NC(=O)[O-],N
TAX-511145,CARBAMATE,CARBON-DIOXIDE,NC(=O)[O-],O=C=O
TAX-511145,CARBON-DIOXIDE,HCO3,O=C=O,O=C([O-])O
TAX-511145,CARBON-DIOXIDE,CPD-9406,O=C=O,CC[C@@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-511145,CARBON-DIOXIDE,METHYL-MALONYL-COA,O=C=O,C[C@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-511145,HCO3,CARBON-DIOXIDE,O=C([O-])O,O=C=O
TAX-511145,HCO3,CARBAMATE,O=C([O-])O,NC(=O)[O-]
TAX-511145,CPD-69,CARBON-DIOXIDE,N#C[O-],O=C=O
TAX-511145,CPD-69,CARBAMATE,N#C[O-],NC(=O)[O-]
TAX-511145,TAURINE,CPD-1772,[NH3+]CCS(=O)(=O)[O-],[NH3+]CC=O
TAX-511145,TAURINE,SULFOACETALDEHYDE,[NH3+]CCS(=O)(=O)[O-],O=CCS(=O)(=O)[O-]
TAX-511145,2-KETO-3-DEOXY-6-P-GLUCONATE,GAP,O=C([O-])C(=O)C[C@H](O)[C@H](O)COP(=O)([O-])[O-],O=C[C@H](O)COP(=O)([O-])[O-]
TAX-511145,2-KETO-3-DEOXY-6-P-GLUCONATE,PYRUVATE,O=C([O-])C(=O)C[C@H](O)[C@H](O)COP(=O)([O-])[O-],CC(=O)C(=O)[O-]
TAX-511145,CPD-15530,FRUCTURONATE,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-],O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO
TAX-511145,|D-mannopyranose|,CPD-15979,,O=P([O-])([O-])OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
TAX-511145,PROPIONATE,PROPIONYL-COA,CCC(=O)[O-],CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-511145,AMMONIUM,GLN,[NH4+],NC(=O)CC[C@H]([NH3+])C(=O)[O-]
TAX-511145,AMMONIUM,GLT,[NH4+],[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]
TAX-511145,GLN,GLT,NC(=O)CC[C@H]([NH3+])C(=O)[O-],[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]
TAX-511145,GLN,CTP,NC(=O)CC[C@H]([NH3+])C(=O)[O-],Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
TAX-511145,GLT,Charged-GLT-tRNAs,[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],
TAX-511145,GLT,L-ASPARTATE,[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],[NH3+][C@@H](CC(=O)[O-])C(=O)[O-]
TAX-511145,CPD-389,OXAMATE,NC(=O)NC(=O)C(=O)[O-],NC(=O)C(=O)[O-]
TAX-511145,CPD-389,CARBAMOYL-P,NC(=O)NC(=O)C(=O)[O-],NC(=O)OP(=O)([O-])[O-]
TAX-511145,CARBAMOYL-P,CARBAMYUL-L-ASPARTATE,NC(=O)OP(=O)([O-])[O-],NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-]
TAX-511145,CPD-1091,GLYOX,NC(=O)N[C@H](O)C(=O)[O-],O=CC(=O)[O-]
TAX-511145,CDPDIACYLGLYCEROL,L-1-PHOSPHATIDYL-SERINE,,
TAX-511145,DELTA3-ISOPENTENYL-PP,GERANYL-PP,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
TAX-511145,DELTA3-ISOPENTENYL-PP,CPD-4211,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]
TAX-511145,GERANYL-PP,FARNESYL-PP,CC(C)=CCC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
TAX-511145,CPD-4211,GERANYL-PP,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
TAX-511145,|ThiS-CoASH-proteins|,CPD-13575,,CC1=N[C@@H](C(=O)[O-])S/C1=C\COP(=O)([O-])[O-]
TAX-511145,|ThiS-CoASH-proteins|,THZ-P,,Cc1ncsc1CCOP(=O)([O-])[O-]
TAX-511145,CPD-12279,CPD-13575,N=CC(=O)[O-],CC1=N[C@@H](C(=O)[O-])S/C1=C\COP(=O)([O-])[O-]
TAX-511145,CPD-12279,THZ-P,N=CC(=O)[O-],Cc1ncsc1CCOP(=O)([O-])[O-]
TAX-511145,DEOXYXYLULOSE-5P,CPD-13575,CC(=O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-],CC1=N[C@@H](C(=O)[O-])S/C1=C\COP(=O)([O-])[O-]
TAX-511145,DEOXYXYLULOSE-5P,THZ-P,CC(=O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-],Cc1ncsc1CCOP(=O)([O-])[O-]
TAX-511145,|Long-Chain-Polyphosphate|,|Long-Chain-Polyphosphate|,,
TAX-511145,5-METHYLTHIOADENOSINE,CPD-560,CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CSC[C@H]1OC(O)[C@H](O)[C@@H]1O
TAX-511145,D-RIBULOSE-1-P,GLYCOLALDEHYDE,O=C(COP(=O)([O-])[O-])[C@H](O)[C@H](O)CO,O=CCO
TAX-511145,D-RIBULOSE-1-P,DIHYDROXY-ACETONE-PHOSPHATE,O=C(COP(=O)([O-])[O-])[C@H](O)[C@H](O)CO,O=C(CO)COP(=O)([O-])[O-]
TAX-511145,DIHYDROXY-ACETONE-PHOSPHATE,GAP,O=C(CO)COP(=O)([O-])[O-],O=C[C@H](O)COP(=O)([O-])[O-]
TAX-511145,THR,AMINO-OXOBUT,C[C@@H](O)[C@H]([NH3+])C(=O)[O-],CC(=O)[C@H]([NH3+])C(=O)[O-]
TAX-511145,THR,CPD-15056,C[C@@H](O)[C@H]([NH3+])C(=O)[O-],C/C=C(\N)C(=O)[O-]
TAX-511145,CPD-13034,CPD-10796,O=C([O-])/C=C/C1=CC=C[C@@H](O)[C@H]1O,O=C([O-])/C=C/c1cccc(O)c1O
TAX-511145,ASCORBATE,L-ASCORBATE-6-PHOSPHATE,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,O=C1OC([C@@H](O)COP(=O)([O-])[O-])C([O-])=C1O
TAX-511145,Ubiquinols,WATER,,O
TAX-511145,NADH,Ubiquinols,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,
