Stimulus,Description
917,"Powerful, repulsively sulfuraceous (sulfidelike) odor, only in extreme dilution becoming Company, Organic attractive, caramellic-burnt, “roasted” odor."
918,"Peculiar fatty “’wet wool” odor, with notes often described as “metallic”."
919,"Powerful “gassy’’-green, rat hcr choking odor, in high concentration almost cabbagelik~ but not sulfuraceous. At proper dilution, the odor has some similarity to the odor of Orange leaf (or Bitter Orange leaf water oil)."
920,"It has warm, herbaceous-winey, slightly green and quite tenacious odor of versatile use in perfumesy."
921,"Peculiar, wartn-herbaceous-floral odor with a woody undertone. The odor has sometimes been compared to that of the “Strawberrytree” (Mediterranean Arbutus), at other times it seems that the observer has great difficulties in describing the odor in common terms."
922,"Typical musky, sweet odor of great tenacity and fixative power. When compared to Ambrettolide, the DHA is less floral, somewhat weaker and lacks the radiant beauty of the.4mbrettolide. The animal notes are slightly more perceptible in the DHA, and it should not be considered as a cheaper replacement for .4mbrettolide."
923,"Sweet-herbaceous, quite powerful odor, less candylike and more dry, almost woody, as compared to Anethole. The overall impression is that of a ‘-clean” odor, not as “round” and “full”” as Anethole, yet overall ‘“anisic” of type."
924,"Very powerful, warm-spicy-herbaceous and sweet odor of excellent tenacity."
925,"The dexrro-isomer has a woody-floral odor, somewhat sickening-swmt, while the luevoisomer is rather unpleasant, slightly gassy, rather nauseating-animal, resembling the odor of Chenopodium (Wormseed) oil"
926,"Warm-herbaceous, powerful and diffusive odor, similar to that of laevo-Carvone, but slightly milder, less pungent, sweeter and in dilution less “’medicinal”."
927,"Sweet, slightly minty, floral, rosy odor with a herbal undertone."
928,"Peculiar dry-musty, almost Ambergris-like odor of excellent tenacity."
929,"Rather sharp, minty and “terpeney”’ odor, not exactly pleasant."
930,"Powerful, fresh-green lemony-sharp odor with a floral, Lime-like note."
931,"Fresh, rosy-green, foliage-type, slightly floral odor with ethereal notes"
932,"Faint, animal-musky odor, sweet, and slightly woody with good tenacity. Compared to Civettone. the DHC is considerably weaker and less characteristic “clean-animal-musky” in its overall performance."
933,"Sweet-herbaceous, nutlike, haylike odor, usually described as “coumannic” or “tobacco- like”."
934,"Warm-herbaceous, spicy odor, suggestive of Dill and Spearmint, but with a very diffusive and refreshing, almost fruity note"
935,"Woody-minty, sIightIy oiIy, but not very sweet taste. Very powerful."
936,"Powerful fatty-spicy, oily -herbaceous odor, reminiscent of Dill, Cumin and Gingergrass (green-oily, weedy notes)."
937,Practically odorless.
938,"Camphor-like, cool-herbaceous odor."
939,"Weak, woody-floral odor with camphoraceous undertone."
940,"Mild, oily-rosy, fruity and somewhat green odor. Much weaker than Geranylacetate, and not as Apple-like."
941,Mild and relatively sweet woody -piney odor of moderate tenacity.
942,"Refreshing light, woody-piney odor with mildly herbaceous-fruity undertones."
943,"Warm-spicy, sweet and slightly floral-balsamic odor, reminiscent of Eugenol, but milder and sweeter than this"
944,"Sweet and mildly floral odor with a soft, woody undertone and good tenacity. The odor is even milder than that of Famesol, and the tenacity is poorer."
945,not a well-defined perfume chemical.
946,"Woody and slightly floral odor, considerably weaker than the odor of alpha- and bera- Ionones."
947,"Rather ‘thin” oily-woody odor, somewhat “’gassy’” and weaker than alpha-lonone with respect to Violet-note."
948,Of little or no interest to the perfumer.
949,"The most appreciated odor type is that of Ambregris, and the title material is normally described as having such odor type. A general odor descnpt ion of Dihydro-gamma-i on one is therefore of little value"
950,"From an odor point of view, they are rather disappointing, being weaker or milder than alpha-lonone and resembling that ketone in character."
951,"Dry and rather hard odor, generally considered undesirable, yet reminiscent of bera- Ionone in overall type."
952,"it has failed to interest the perfumers, partly because it is very unstable, partly because it seems to be difficult to produce in a pure state and consistent quality."
953,Intensely floral and fresh odor with fruity and somewhat Myrrh-like undertone.
954,"The odor is mere fruity, less floral than that of Dihydro jasmone"
955,"Heavy floral, but also fatty (Coconut-fatty) and waxy odor. The floral notes resemble those of Gardenia (undertones) and Tuberose, but the beauty of these notes is somewhat marred by the interference of fatty notes."
956,"Refreshing herbaceous-minty, also Pulegollike, Lavender type odor of moderate tenacity"
957,"Pleasant and refreshing, Lavender-Lavandin- type note. Not as sweet as Linalylacetate. More woody and mildly camphoraceous. Richer and more tenacious than Linalyl acetate."
958,"Powerful, herbaceous-resinous, slightly minty odor with woody-Lavender-like undertone and moderate to poor tenacity. It is quite possible that the “’vamishy” or “resinous” notes derive from Mymene-denvatives as trace components from the process."
959,"Comparatively powerful, fresh-floral, citrusy (with emphasis on Lime) and diffusive odor. Less woody than LinaIooI, more powerful and more Lime-like than Tetrahydro Iinalool."
960,"Mild, oily-woody odor of alpha-Methyl ionone type, but much weaker."
961,"Warm, bu~ rather dry Ambre-gris type odor of good tenacity. The woody and delicately d~ notes of deltu-Methylionone are further refined, but appear less woody, more Ambregris- like."
962,"Refreshing and powerful, green-leafy, rosy and sweet odor with a sweet-caramellic, in high concentrations almost “burnt” note, but in dilution pleasantly sweet, slightly fruity."
963,"Powerful, fresh Lime-like, overall citrusy - floral and sweet odor with little or no terpenic undertones."
964,"Sweet, spicy-herbaceous, fresh and somewhat fruity odor with Bergamot-Lime character. Moderate to poor tenacity."
965,Powerful herbaceous-green and fresh-woody odor of considerable tenacity.
966,"Sweet, honey-tobacco-like odor with warmherbaceous undertones. Overall milder, sweeter and less harsh than iso-Phorone."
967,"Sweet, root-like, floral-anisic odor, warm and somewhat spicy. Weaker than Safrole, often described as “less sassafrassy”."
968,"The odor is generally described as “floral, heavy, sweet and tenacious”, but there seems to be some difficulty in obtaining samples of identical odor from various suppliers."
969,"Pleasant, floral, Lilac-type odor, softer, yet richer than Terpineol, not quite as lasting."
970,"Fresh-piney, citrusy and somewhat hcrbaceous odor. Sweeter and fruitier than Terpinyl acetate, the Dihydro terpinylacetate seems to be cool and warm at the same time (minty-camphoraceous, herbaceous). Its tenacity is not very outstanding."
971,Not a perfume chemical
972,"Faint, musty -vinous odor"
973,"Sweet, diffusive, somewhat ‘“gassy” odor."
974,"Very faint, warm-woody odor. The effect is, however, quite perceptible when this material is used in combination with lower boiling fragrance materials."
975,"Very faint, u arm-camphoraceous and woody odor. When compared to Dill-apiole, it is more camphoraceous than that."
976,Sweet and faintly Bitter-almond-like balsamic odor of good tenacity.
977,"Sweet-woody, very tenacious odor with a pleasant, floral undertone."
978,"V.e.ry faint, sweet-herbaceous odor with a nuthke, oily-sweet unrJertone"
979,"Warm-spicy, sweet, almost balsamic-woody odor with rich, sweet and slightly nutlike, long lasting undertones."
980,"Sweet-balsamic, slightly animal and heavy odor of good tenacity."
981,Sweet and warm-floral odor of balsamic- Vanilla-like character and excellent tenacity
982,"Sweet-floral, woody odor, rather pungent in the pure state, but almost Mimosa-like in extreme dilution or in proper composition with other perfume chemicals."
983,"Powerful and very diffusive, penetrating “gassy” odor of green-ethereal character. Very poor tenacity."
984,"Sharp, green-oily, somewhat ““gassy’”odor. When properly diluted, it displays rather pleasant, winey-fermentation-like notes"
985,"Powerful and relatively diffusive, fruity- floral odor of Pineapple-Jasmin character. The fruity notes are refreshingly green, without being sharp, the floral notes are intense and sweet, yet very fresh and lively."
986,"Mild ‘“Bitter-Almond+’ type odor, weaker and sweeter than that of Benzaldehyde, some- what floral and more stable towards oxidation."
987,"Powerful, sweet-floral, rather fresh and somewhat fruit y odor of moderate tenacity."
988,"Warm-herbaceous-floral, slightly animal odor, reminiscent of Lilac and Eldcrflowers with undertones of fresh cut wood"
989,"Warm, woody-rosy odor of moderate to good tenacity. When used with sweeter materials, it produces very pleasant, rich, mellow rose notes and “’depth”’ of warm undertones."
990,"Fresh and powerful, floral-fruity, slightly herbaceous odor of Jasmin-Lily type."
991,"Mild-herbaceous, fruity odor in the Plum/ Prune type. The undertones in a good-quality, acid-free ester are extremely pleasant, tea-like, warm and sweet."
992,"The odor is slightly fresher (less “heavy”) than that of the n-Butyrate, less warm, more “chemical”, but also more stable than the normal ester"
993,"Dry, herbaceous-green, Narcissus-Lily -Jasmin type of odor. Rather pungent in its green notes, but not unpleasant."
994,"Sweet-floral, fruity odor of good tenacity"
995,"Moderately powerful, sweet-green, leafy odor of mediocre tenacity."
996,"Sweet, musky and nut-like, Hazelnut- Coconut type odor with discrete animal undertones, resembling certain notes in Musk, Civet and Castoreum, pleasantly free from any trace of faecal notes"
997,"Very diffusive, ethereal odor of poor tenacity. The sweetness resembles that of Acetone, but is not nearly as choking."
998,"Somewhat dry, camphoraceous-rosy odor, vaguely reminiscent of the odor of Citronellol."
999,"Powerful, herbaceous, somewhat weedy, but basically sweet odor of moderate tenacity"
1000,"Sweet-fruity-woody odor, but somewhat drier than that of the 2,3-isomer (see previous monograph). Moderate tenacity and pleasant terminal notes reminiscent of refined, sweetwoody Oakmoss notes."
1001,"Sweet, fruity-woody odor of moderate tenacity. The fruity notes are rather ethereal or winey, while the woody notes are sweet and remo[ely resembling those of alpha-Ionone, jet not as powerful."
1002,"Sweet and lemony odor, not nearly as sharp as Citral, and much more tenacious."
1003,"Semi-sweet, oily-rosy odor, more waxy than that of Citronellol, more tenacious, but also somewhat drier."
1004,"This material, which is not yet commercially available (Sept. 1968) appears to be a very promising new type musk."
1005,"Intensely onionlike, very diffusive odor."
1006,"Intensely waxy, dry-floral odor, almost typical of the term ‘“aldehydic” and even drier than the odor of Methyl nonyl acetaldehyde."
1007,"Nauseating, Camphor-like odor, also slightly cool, minty, diffusive."
1008,"Sweet, somewhat woody-rosy odor with resemblance to the odor of distilled tail fractions rom Geraniol, yet not as tenacious."
